Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "throw new UnsupportedOperationException("Other bootstrapping/leaving/moving nodes detected` cannot bootstrap while cassandra.consistent.rangemovement is true");" is 160.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "String s="This node is already a member of the token ring; bootstrap aborted. (If replacing a dead node` remove the old one from the ring first.)";" is 147.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "if (Gossiper.instance.getEndpointStateForEndpoint(existing).getUpdateTimestamp() > (System.nanoTime() - nanoDelay)) throw new UnsupportedOperationException("Cannot replace a live node... ");" is 190.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "if (DatabaseDescriptor.getNumTokens() == 1) logger.warn("Generated random token {}. Random tokens will result in an unbalanced ring; see http://wiki.apache.org/cassandra/Operations"`bootstrapTokens);" is 199.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "if (bootstrapTokens.size() != DatabaseDescriptor.getNumTokens()) throw new ConfigurationException("Cannot change the number of tokens from " + bootstrapTokens.size() + " to "+ DatabaseDescriptor.getNumTokens());" is 211.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "logger.warn("Some data streaming failed. Use nodetool to check bootstrap state and resume. For more` see `nodetool help bootstrap`. {}"`SystemKeyspace.getBootstrapState());" is 172.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Long Statement,The length of the statement "logger.info("Startup complete` but write survey mode is active` not becoming an active ring member. Use JMX (StorageService->joinRing()) to finalize ring joining.");" is 165.,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Magic Number,The method contains a magic number: 1000,803
v-3-1-0,org.apache.cassandra.service,StorageService,joinTokenRing,Magic Number,The method contains a magic number: 1000000L,803
v-3-1-0,org.apache.cassandra.service,StorageService,maybeAddOrUpdateKeyspace,Long Statement,The length of the statement "if (definedTable == null || !definedTable.equals(expectedTable)) MigrationManager.forceAnnounceNewColumnFamily(expectedTable);" is 126.,1053
v-3-1-0,org.apache.cassandra.service,StorageService,rebuild,Long Statement,The length of the statement "RangeStreamer streamer=new RangeStreamer(tokenMetadata`null`FBUtilities.getBroadcastAddress()`"Rebuild"`!replacing && useStrictConsistency`DatabaseDescriptor.getEndpointSnitch()`streamStateStore);" is 196.,1091
v-3-1-0,org.apache.cassandra.service,StorageService,rebuild,Long Statement,The length of the statement "if (sourceDc != null) streamer.addSourceFilter(new RangeStreamer.SingleDatacenterFilter(DatabaseDescriptor.getEndpointSnitch()`sourceDc));" is 138.,1091
v-3-1-0,org.apache.cassandra.service,StorageService,rebuild,Long Statement,The length of the statement "for ( String keyspaceName : Schema.instance.getNonSystemKeyspaces()) streamer.addRanges(keyspaceName`getLocalRanges(keyspaceName));" is 131.,1091
v-3-1-0,org.apache.cassandra.service,StorageService,bootstrap,Long Statement,The length of the statement "ListenableFuture<StreamState> bootstrapStream=bootstrapper.bootstrap(streamStateStore`!replacing && useStrictConsistency);" is 122.,1184
v-3-1-0,org.apache.cassandra.service,StorageService,resumeBootstrap,Empty catch clause,The method has an empty catch block.,1253
v-3-1-0,org.apache.cassandra.service,StorageService,resumeBootstrap,Long Statement,The length of the statement "ListenableFuture<StreamState> bootstrapStream=bootstrapper.bootstrap(streamStateStore`!replacing && useStrictConsistency);" is 122.,1253
v-3-1-0,org.apache.cassandra.service,StorageService,onSuccess,Empty catch clause,The method has an empty catch block.,1267
v-3-1-0,org.apache.cassandra.service,StorageService,getRpcaddress,Long Statement,The length of the statement "if (endpoint.equals(FBUtilities.getBroadcastAddress())) return DatabaseDescriptor.getBroadcastRpcAddress().getHostAddress();" is 124.,1349
v-3-1-0,org.apache.cassandra.service,StorageService,getRpcaddress,Long Statement,The length of the statement "else if (Gossiper.instance.getEndpointStateForEndpoint(endpoint).getApplicationState(ApplicationState.RPC_ADDRESS) == null) return endpoint.getHostAddress();" is 157.,1349
v-3-1-0,org.apache.cassandra.service,StorageService,getRpcaddress,Long Statement,The length of the statement "else return Gossiper.instance.getEndpointStateForEndpoint(endpoint).getApplicationState(ApplicationState.RPC_ADDRESS).value;" is 124.,1349
v-3-1-0,org.apache.cassandra.service,StorageService,describeRing,Long Statement,The length of the statement "if (!Schema.instance.getKeyspaces().contains(keyspace)) throw new InvalidRequestException("No such keyspace: " + keyspace);" is 123.,1506
v-3-1-0,org.apache.cassandra.service,StorageService,describeRing,Long Statement,The length of the statement "if (keyspace == null || Keyspace.open(keyspace).getReplicationStrategy() instanceof LocalStrategy) throw new InvalidRequestException("There is no ring for the keyspace: " + keyspace);" is 183.,1506
v-3-1-0,org.apache.cassandra.service,StorageService,describeRing,Long Statement,The length of the statement "Map<Range<Token>`List<InetAddress>> rangeToAddressMap=includeOnlyLocalDC ? getRangeToAddressMapInLocalDC(keyspace) : getRangeToAddressMap(keyspace);" is 148.,1506
v-3-1-0,org.apache.cassandra.service,StorageService,describeRing,Long Statement,The length of the statement "TokenRange tr=new TokenRange(tf.toString(range.left.getToken())`tf.toString(range.right.getToken())`endpoints).setEndpoint_details(epDetails).setRpc_endpoints(rpc_endpoints);" is 174.,1506
v-3-1-0,org.apache.cassandra.service,StorageService,getEndpointToHostId,Long Statement,The length of the statement "for ( Map.Entry<InetAddress`UUID> entry : getTokenMetadata().getEndpointToHostIdMapForReading().entrySet()) mapOut.put(entry.getKey().getHostAddress()`entry.getValue().toString());" is 180.,1582
v-3-1-0,org.apache.cassandra.service,StorageService,getHostIdToEndpoint,Long Statement,The length of the statement "for ( Map.Entry<InetAddress`UUID> entry : getTokenMetadata().getEndpointToHostIdMapForReading().entrySet()) mapOut.put(entry.getValue().toString()`entry.getKey().getHostAddress());" is 180.,1590
v-3-1-0,org.apache.cassandra.service,StorageService,onChange,Complex Method,Cyclomatic complexity of the method is 19,1651
v-3-1-0,org.apache.cassandra.service,StorageService,updatePeerInfo,Complex Method,Cyclomatic complexity of the method is 8,1749
v-3-1-0,org.apache.cassandra.service,StorageService,isRpcReady,Long Statement,The length of the statement "return MessagingService.instance().getVersion(endpoint) < MessagingService.VERSION_22 || Gossiper.instance.getEndpointStateForEndpoint(endpoint).isRpcReady();" is 158.,1839
v-3-1-0,org.apache.cassandra.service,StorageService,getTokensFor,Long Statement,The length of the statement "return TokenSerializer.deserialize(tokenMetadata.partitioner`new DataInputStream(new ByteArrayInputStream(versionedValue.toBytes())));" is 134.,1850
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Complex Conditional,The conditional expression replacing && Gossiper.instance.getEndpointStateForEndpoint(DatabaseDescriptor.getReplaceAddress()) != null && (hostId.equals(Gossiper.instance.getHostId(DatabaseDescriptor.getReplaceAddress()))) is complex.,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Complex Method,Cyclomatic complexity of the method is 17,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Long Identifier,The length of the identifier tokensToUpdateInSystemKeyspace is 30.,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Long Statement,The length of the statement "if (tokens.isEmpty() && status.equals(VersionedValue.STATUS_NORMAL)) logger.error("Node {} is in state normal but it has no tokens` state: {}"`endpoint`Gossiper.instance.getEndpointStateForEndpoint(endpoint));" is 209.,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Long Statement,The length of the statement "if (replacing && Gossiper.instance.getEndpointStateForEndpoint(DatabaseDescriptor.getReplaceAddress()) != null && (hostId.equals(Gossiper.instance.getHostId(DatabaseDescriptor.getReplaceAddress())))) logger.warn("Not updating token metadata for {} because I am replacing it"`endpoint);" is 285.,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateNormal,Long Statement,The length of the statement "logger.info(String.format("Nodes %s and %s have the same token %s. %s is the new owner"`endpoint`currentOwner`token`endpoint));" is 127.,1905
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateLeft,Magic Number,The method contains a magic number: 2,2063
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateMoving,Magic Number,The method contains a magic number: 2,2080
v-3-1-0,org.apache.cassandra.service,StorageService,handleStateRemoving,Long Statement,The length of the statement "String[] coordinator=Gossiper.instance.getEndpointStateForEndpoint(endpoint).getApplicationState(ApplicationState.REMOVAL_COORDINATOR).value.split(VersionedValue.DELIMITER_STR`-1);" is 180.,2099
v-3-1-0,org.apache.cassandra.service,StorageService,extractExpireTime,Magic Number,The method contains a magic number: 2,2191
v-3-1-0,org.apache.cassandra.service,StorageService,getNewSourceRanges,Long Statement,The length of the statement "Multimap<Range<Token>`InetAddress> rangeAddresses=Keyspace.open(keyspaceName).getReplicationStrategy().getRangeAddresses(tokenMetadata.cloneOnlyTokenMap());" is 156.,2196
v-3-1-0,org.apache.cassandra.service,StorageService,sendReplicationNotification,Empty catch clause,The method has an empty catch block.,2231
v-3-1-0,org.apache.cassandra.service,StorageService,restoreReplicaCount,Complex Method,Cyclomatic complexity of the method is 8,2258
v-3-1-0,org.apache.cassandra.service,StorageService,getChangedRangesForLeaving,Long Statement,The length of the statement "for ( Range<Token> range : ranges) currentReplicaEndpoints.put(range`Keyspace.open(keyspaceName).getReplicationStrategy().calculateNaturalEndpoints(range.right`metadata));" is 171.,2321
v-3-1-0,org.apache.cassandra.service,StorageService,getChangedRangesForLeaving,Long Statement,The length of the statement "Collection<InetAddress> newReplicaEndpoints=Keyspace.open(keyspaceName).getReplicationStrategy().calculateNaturalEndpoints(range.right`temp);" is 141.,2321
v-3-1-0,org.apache.cassandra.service,StorageService,forceKeyspaceCleanup,Long Statement,The length of the statement "if (Schema.isSystemKeyspace(keyspaceName)) throw new RuntimeException("Cleanup of the system keyspace is neither necessary nor wise");" is 134.,2563
v-3-1-0,org.apache.cassandra.service,StorageService,scrub,Long Parameter List,The method has 5 parameters. ,2583
v-3-1-0,org.apache.cassandra.service,StorageService,takeSnapshot,Complex Method,Cyclomatic complexity of the method is 8,2627
v-3-1-0,org.apache.cassandra.service,StorageService,takeSnapshot,Long Statement,The length of the statement "for ( Keyspace keyspace : keyspaces) if (keyspace.snapshotExists(tag)) throw new IOException("Snapshot " + tag + " already exists.");" is 133.,2627
v-3-1-0,org.apache.cassandra.service,StorageService,takeTableSnapshot,Long Statement,The length of the statement "if (tableName.contains(".")) throw new IllegalArgumentException("Cannot take a snapshot of a secondary index by itself. Run snapshot on the table that owns the index.");" is 169.,2663
v-3-1-0,org.apache.cassandra.service,StorageService,takeMultipleTableSnapshot,Complex Method,Cyclomatic complexity of the method is 11,2693
v-3-1-0,org.apache.cassandra.service,StorageService,takeMultipleTableSnapshot,Long Statement,The length of the statement "throw new IllegalArgumentException("Cannot take a snapshot on secondary index or invalid column family name. You must supply a column family name in the form of keyspace.columnfamily");" is 185.,2693
v-3-1-0,org.apache.cassandra.service,StorageService,takeMultipleTableSnapshot,Magic Number,The method contains a magic number: 2,2693
v-3-1-0,org.apache.cassandra.service,StorageService,getSnapshotDetails,Long Statement,The length of the statement "SnapshotDetailsTabularData.from(snapshotDetail.getKey()`keyspace.getName()`cfStore.getColumnFamilyName()`snapshotDetail`data);" is 126.,2794
v-3-1-0,org.apache.cassandra.service,StorageService,repairAsync,Long Statement,The length of the statement "if (option.getDataCenters().isEmpty() && option.getHosts().isEmpty()) option.getRanges().addAll(getPrimaryRanges(keyspace));" is 124.,2870
v-3-1-0,org.apache.cassandra.service,StorageService,repairAsync,Long Statement,The length of the statement "else if (option.getDataCenters().size() == 1 && option.getDataCenters().contains(DatabaseDescriptor.getLocalDataCenter())) option.getRanges().addAll(getPrimaryRangesWithinDC(keyspace));" is 185.,2870
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Parameter List,The method has 7 parameters. ,2895
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Statement,The length of the statement "return forceRepairAsync(keyspace`isSequential ? RepairParallelism.SEQUENTIAL.ordinal() : RepairParallelism.PARALLEL.ordinal()`dataCenters`hosts`primaryRange`fullRepair`tableNames);" is 180.,2895
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Complex Method,Cyclomatic complexity of the method is 10,2907
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Parameter List,The method has 7 parameters. ,2907
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Statement,The length of the statement "RepairOption options=new RepairOption(parallelism`primaryRange`!fullRepair`false`1`Collections.<Range<Token>>emptyList()`false);" is 128.,2907
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Statement,The length of the statement "if (options.getDataCenters().isEmpty() && options.getHosts().isEmpty()) options.getRanges().addAll(getPrimaryRanges(keyspace));" is 127.,2907
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Statement,The length of the statement "else if (options.getDataCenters().size() == 1 && options.getDataCenters().contains(DatabaseDescriptor.getLocalDataCenter())) options.getRanges().addAll(getPrimaryRangesWithinDC(keyspace));" is 188.,2907
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Parameter List,The method has 6 parameters. ,2961
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Parameter List,The method has 8 parameters. ,2976
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Statement,The length of the statement "return forceRepairRangeAsync(beginToken`endToken`keyspaceName`isSequential ? RepairParallelism.SEQUENTIAL.ordinal() : RepairParallelism.PARALLEL.ordinal()`dataCenters`hosts`fullRepair`tableNames);" is 196.,2976
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Parameter List,The method has 8 parameters. ,2990
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Statement,The length of the statement "if (!fullRepair) logger.warn("Incremental repair can't be requested with subrange repair " + "because each subrange repair would generate an anti-compacted table. " + "The repair will occur but without anti-compaction.");" is 221.,2990
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Statement,The length of the statement "logger.info("starting user-requested repair of range {} for keyspace {} and column families {}"`repairingRange`keyspaceName`tableNames);" is 136.,2990
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairRangeAsync,Long Parameter List,The method has 7 parameters. ,3035
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Long Statement,The length of the statement "if (options.getRanges().isEmpty() || Keyspace.open(keyspace).getReplicationStrategy().getReplicationFactor() < 2) return 0;" is 123.,3094
v-3-1-0,org.apache.cassandra.service,StorageService,forceRepairAsync,Magic Number,The method contains a magic number: 2,3094
v-3-1-0,org.apache.cassandra.service,StorageService,createRepairTask,Long Statement,The length of the statement "if (!options.getDataCenters().isEmpty() && !options.getDataCenters().contains(DatabaseDescriptor.getLocalDataCenter())) {" is 121.,3104
v-3-1-0,org.apache.cassandra.service,StorageService,getPrimaryRangesForEndpoint,Long Statement,The length of the statement "if (endpoints.size() > 0 && endpoints.get(0).equals(ep)) primaryRanges.add(new Range<>(metadata.getPredecessor(token)`token));" is 126.,3122
v-3-1-0,org.apache.cassandra.service,StorageService,getNaturalEndpoints,Long Statement,The length of the statement "if (cfMetaData == null) throw new IllegalArgumentException("Unknown table '" + cf + "' in keyspace '"+ keyspaceName+ "'");" is 122.,3217
v-3-1-0,org.apache.cassandra.service,StorageService,getNaturalEndpoints,Long Statement,The length of the statement "return getNaturalEndpoints(keyspaceName`tokenMetadata.partitioner.getToken(cfMetaData.getKeyValidator().fromString(key)));" is 122.,3217
v-3-1-0,org.apache.cassandra.service,StorageService,setLoggingLevel,Long Statement,The length of the statement "JMXConfiguratorMBean jmxConfiguratorMBean=JMX.newMBeanProxy(ManagementFactory.getPlatformMBeanServer()`new ObjectName("ch.qos.logback.classic:Name=default`Type=ch.qos.logback.classic.jmx.JMXConfigurator")`JMXConfiguratorMBean.class);" is 233.,3284
v-3-1-0,org.apache.cassandra.service,StorageService,setLoggingLevel,Long Statement,The length of the statement "logger.info("set log level to {} for classes under '{}' (if the level doesn't look like '{}' then the logger couldn't parse '{}')"`level`classQualifier`rawLevel`rawLevel);" is 171.,3284
v-3-1-0,org.apache.cassandra.service,StorageService,getSplits,Magic Number,The method contains a magic number: 4,3330
v-3-1-0,org.apache.cassandra.service,StorageService,keysToTokens,Magic Number,The method contains a magic number: 2,3368
v-3-1-0,org.apache.cassandra.service,StorageService,decommission,Long Statement,The length of the statement "if (!tokenMetadata.isMember(FBUtilities.getBroadcastAddress())) throw new UnsupportedOperationException("local node is not a member of the token ring yet");" is 156.,3397
v-3-1-0,org.apache.cassandra.service,StorageService,decommission,Long Statement,The length of the statement "if (tokenMetadata.cloneAfterAllLeft().sortedTokens().size() < 2) throw new UnsupportedOperationException("no other normal nodes in the ring; decommission would be pointless");" is 175.,3397
v-3-1-0,org.apache.cassandra.service,StorageService,decommission,Long Statement,The length of the statement "if (operationMode != Mode.NORMAL) throw new UnsupportedOperationException("Node in " + operationMode + " state; wait for status to become normal or restart");" is 158.,3397
v-3-1-0,org.apache.cassandra.service,StorageService,decommission,Long Statement,The length of the statement "if (tokenMetadata.getPendingRanges(keyspaceName`FBUtilities.getBroadcastAddress()).size() > 0) throw new UnsupportedOperationException("data is currently moving to this node; unable to leave the ring");" is 202.,3397
v-3-1-0,org.apache.cassandra.service,StorageService,decommission,Magic Number,The method contains a magic number: 2,3397
v-3-1-0,org.apache.cassandra.service,StorageService,leaveRing,Long Statement,The length of the statement "Gossiper.instance.addLocalApplicationState(ApplicationState.STATUS`valueFactory.left(getLocalTokens()`Gossiper.computeExpireTime()));" is 133.,3440
v-3-1-0,org.apache.cassandra.service,StorageService,leaveRing,Magic Number,The method contains a magic number: 2,3440
v-3-1-0,org.apache.cassandra.service,StorageService,getPreferredHintsStreamTarget,Long Statement,The length of the statement "List<InetAddress> candidates=new ArrayList<>(StorageService.instance.getTokenMetadata().cloneAfterAllLeft().getAllEndpoints());" is 127.,3508
v-3-1-0,org.apache.cassandra.service,StorageService,move,Complex Method,Cyclomatic complexity of the method is 8,3550
v-3-1-0,org.apache.cassandra.service,StorageService,move,Long Statement,The length of the statement "if (tokenMetadata.sortedTokens().contains(newToken)) throw new IOException("target token " + newToken + " is already owned by another node.");" is 142.,3550
v-3-1-0,org.apache.cassandra.service,StorageService,move,Long Statement,The length of the statement "if (tokenMetadata.getPendingRanges(keyspaceName`localAddress).size() > 0) throw new UnsupportedOperationException("data is currently moving to this node; unable to leave the ring");" is 181.,3550
v-3-1-0,org.apache.cassandra.service,StorageService,move,Long Statement,The length of the statement "setMode(Mode.MOVING`String.format("Moving %s from %s to %s."`localAddress`getLocalTokens().iterator().next()`newToken)`true);" is 125.,3550
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Complex Method,Cyclomatic complexity of the method is 17,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Identifier,The length of the identifier rangesToFetchWithPreferredEndpoints is 35.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> newEndpoints=Sets.newHashSet(strategy.calculateNaturalEndpoints(toFetch.right`tokenMetaCloneAllSettled));" is 122.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Statement,The length of the statement "if (Gossiper.instance.isEnabled() && !Gossiper.instance.getEndpointStateForEndpoint(sourceIp).isAlive()) throw new RuntimeException("A node required to move the data consistently is down (" + sourceIp + "). If you wish to move the data from a potentially inconsistent replica` restart the node with -Dcassandra.consistent.rangemovement=false");" is 344.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> currentEndpoints=ImmutableSet.copyOf(strategy.calculateNaturalEndpoints(toStream.right`tokenMetaClone));" is 121.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> newEndpoints=ImmutableSet.copyOf(strategy.calculateNaturalEndpoints(toStream.right`tokenMetaCloneAllSettled));" is 127.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,calculateToFromStreams,Long Statement,The length of the statement "Multimap<InetAddress`Range<Token>> workMap=RangeStreamer.getWorkMap(rangesToFetchWithPreferredEndpoints`keyspace`FailureDetector.instance);" is 139.,3625
v-3-1-0,org.apache.cassandra.service,StorageService,getRemovalStatus,Long Statement,The length of the statement "return String.format("Removing token (%s). Waiting for replication confirmation from [%s]."`tokenMetadata.getToken(removingNode)`StringUtils.join(replicatingNodes`"`"));" is 169.,3759
v-3-1-0,org.apache.cassandra.service,StorageService,removeNode,Complex Method,Cyclomatic complexity of the method is 11,3797
v-3-1-0,org.apache.cassandra.service,StorageService,removeNode,Long Statement,The length of the statement "if (Gossiper.instance.getLiveMembers().contains(endpoint)) throw new UnsupportedOperationException("Node " + endpoint + " is alive and owns this ID. Use decommission command to remove it from the ring");" is 203.,3797
v-3-1-0,org.apache.cassandra.service,StorageService,removeNode,Long Statement,The length of the statement "if (tokenMetadata.isLeaving(endpoint)) logger.warn("Node {} is already being removed` continuing removal anyway"`endpoint);" is 123.,3797
v-3-1-0,org.apache.cassandra.service,StorageService,removeNode,Long Statement,The length of the statement "if (!replicatingNodes.isEmpty()) throw new UnsupportedOperationException("This node is already processing a removal. Wait for it to complete` or use 'removenode force' if this has failed.");" is 190.,3797
v-3-1-0,org.apache.cassandra.service,StorageService,removeNode,Magic Number,The method contains a magic number: 100,3797
v-3-1-0,org.apache.cassandra.service,StorageService,confirmReplication,Long Statement,The length of the statement "logger.info("Received unexpected REPLICATION_FINISHED message from {}. Was this node recently a removal coordinator?"`node);" is 124.,3877
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Complex Conditional,The conditional expression mutationStage.isTerminated() && counterMutationStage.isTerminated() && viewMutationStage.isTerminated() is complex.,3917
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Complex Method,Cyclomatic complexity of the method is 9,3917
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Long Statement,The length of the statement "if (!ScheduledExecutors.nonPeriodicTasks.awaitTermination(1`TimeUnit.MINUTES)) logger.warn("Miscellaneous task executor still busy after one minute; proceeding with shutdown");" is 176.,3917
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Magic Number,The method contains a magic number: 3600,3917
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Magic Number,The method contains a magic number: 3600,3917
v-3-1-0,org.apache.cassandra.service,StorageService,drain,Magic Number,The method contains a magic number: 3600,3917
v-3-1-0,org.apache.cassandra.service,StorageService,effectiveOwnership,Complex Method,Cyclomatic complexity of the method is 11,4060
v-3-1-0,org.apache.cassandra.service,StorageService,effectiveOwnership,Long Statement,The length of the statement "if (keyspaceInstance.getReplicationStrategy() instanceof LocalStrategy) throw new IllegalStateException("Ownership values for keyspaces with LocalStrategy are meaningless");" is 173.,4060
v-3-1-0,org.apache.cassandra.service,StorageService,effectiveOwnership,Long Statement,The length of the statement "if (nonSystemKeyspaces.size() > specialTableCount) throw new IllegalStateException("Non-system keyspaces don't have the same replication settings` effective ownership information is meaningless");" is 196.,4060
v-3-1-0,org.apache.cassandra.service,StorageService,updateSnitch,Long Parameter List,The method has 5 parameters. ,4139
v-3-1-0,org.apache.cassandra.service,StorageService,calculateStreamAndFetchRanges,Complex Method,Cyclomatic complexity of the method is 9,4229
v-3-1-0,org.apache.cassandra.service,StorageService,bulkLoadInternal,Long Statement,The length of the statement "for ( Map.Entry<Range<Token>`List<InetAddress>> entry : StorageService.instance.getRangeToAddressMap(keyspace).entrySet()) {" is 124.,4299
v-3-1-0,org.apache.cassandra.service,StorageService,init,Long Statement,The length of the statement "for ( Map.Entry<Range<Token>`List<InetAddress>> entry : StorageService.instance.getRangeToAddressMap(keyspace).entrySet()) {" is 124.,4310
v-3-1-0,org.apache.cassandra.service,StorageService,sampleKeyRange,Long Statement,The length of the statement "for ( Range<Token> range : getPrimaryRangesForEndpoint(keyspace.getName()`FBUtilities.getBroadcastAddress())) keys.addAll(keySamples(keyspace.getColumnFamilyStores()`range));" is 174.,4350
v-3-1-0,org.apache.cassandra.service,StorageService,rebuildSecondaryIndex,Long Statement,The length of the statement "String[] indices=asList(idxNames).stream().map(p -> isIndexColumnFamily(p) ? getIndexName(p) : p).collect(toList()).toArray(new String[idxNames.length]);" is 153.,4368
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Complex Method,Cyclomatic complexity of the method is 17,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Identifier,The length of the identifier rangesToFetchWithPreferredEndpoints is 35.,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> newEndpoints=Sets.newHashSet(strategy.calculateNaturalEndpoints(toFetch.right`tokenMetaCloneAllSettled));" is 122.,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Statement,The length of the statement "if (Gossiper.instance.isEnabled() && !Gossiper.instance.getEndpointStateForEndpoint(sourceIp).isAlive()) throw new RuntimeException("A node required to move the data consistently is down (" + sourceIp + "). If you wish to move the data from a potentially inconsistent replica` restart the node with -Dcassandra.consistent.rangemovement=false");" is 344.,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> currentEndpoints=ImmutableSet.copyOf(strategy.calculateNaturalEndpoints(toStream.right`tokenMetaClone));" is 121.,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Statement,The length of the statement "Set<InetAddress> newEndpoints=ImmutableSet.copyOf(strategy.calculateNaturalEndpoints(toStream.right`tokenMetaCloneAllSettled));" is 127.,3625
v-3-1-0,org.apache.cassandra.service,RangeRelocator,calculateToFromStreams,Long Statement,The length of the statement "Multimap<InetAddress`Range<Token>> workMap=RangeStreamer.getWorkMap(rangesToFetchWithPreferredEndpoints`keyspace`FailureDetector.instance);" is 139.,3625
v-3-1-0,org.apache.cassandra.service,MigrationTask,runMayThrow,Long Statement,The length of the statement "MessageOut message=new MessageOut<>(MessagingService.Verb.MIGRATION_REQUEST`null`MigrationManager.MigrationsSerializer.instance);" is 129.,64
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,maybeInitJmx,Long Statement,The length of the statement "JMXServiceURL url=new JMXServiceURL(String.format("service:jmx:rmi://localhost/jndi/rmi://localhost:%s/jmxrmi"`jmxPort));" is 121.,106
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Complex Method,Cyclomatic complexity of the method is 23,150
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Long Method,The method has 126 lines of code.,150
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Long Statement,The length of the statement "ScheduledExecutors.optionalTasks.scheduleWithFixedDelay(ColumnFamilyStore.getBackgroundCompactionTaskSubmitter()`5`1`TimeUnit.MINUTES);" is 135.,150
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Long Statement,The length of the statement "if (sizeRecorderInterval > 0) ScheduledExecutors.optionalTasks.scheduleWithFixedDelay(SizeEstimatesRecorder.instance`30`sizeRecorderInterval`TimeUnit.SECONDS);" is 159.,150
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Magic Number,The method contains a magic number: 3,150
v-3-1-0,org.apache.cassandra.service,CassandraDaemon,setup,Magic Number,The method contains a magic number: 5,150
