,index,name,hash,added_lines,deleted_lines,modifications,old_path,new_path,change_type,nloc,complexity
531,531,Config.java,2d420e6c2a362c69d1a66076ac7dd2db37ee9306,48,0,48,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,283,10
532,532,Config.java,c947a2c4228816f0e069b2f6fed4b725c9cb710e,4,3,7,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,296,17
533,533,Config.java,c1b1d3bccf30a7ee1deb633d2bc2dfbd7b9c542f,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,241,11
534,534,Config.java,ef5bbedd687d75923e9a20fde9d2f78b4535241d,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,285,10
535,535,Config.java,9581209b35922a0758c6bd158d4336a17cfe86aa,11,0,11,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,287,10
536,536,Config.java,31cab36b1800f2042623633445d8be944217d5a2,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,287,10
537,537,Config.java,d27f9b0b772ba60fece3f3b1101ff63aabdad1fb,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,241,11
538,538,Config.java,85cc390189f45be54dec9b146f66eeb7737fb0eb,6,0,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,281,10
539,539,Config.java,e31e216234c6b57a531cae607e0355666007deb2,6,0,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,292,10
540,540,Config.java,f147ca91c759b8013c5226774bc974c342bee3f0,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,292,10
541,541,Config.java,f0d1d75ebf10beff6d24323c03c57e29dcd38c15,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,298,17
542,542,Config.java,0bb133e39d95486a897ff375f081cc814f78181b,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,283,10
543,543,Config.java,6dfc1e7eeba539774784dfd650d3e1de6785c938,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,294,10
544,544,Config.java,3472cf06ce9a811381a1548934b7a0b343616197,3,3,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,294,10
545,545,Config.java,76e3100ffb106cab3cc665404e293c1026e5e65c,4,0,4,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,299,17
546,546,Config.java,6966fcda9b5ce657760dfe103e5812862306ff7a,2,0,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,296,10
547,547,Config.java,9797511c56df4e9c7db964a6b83e67642df96c2d,27,6,33,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,307,14
548,548,Config.java,29239c765c22a7c1cb3a64476ebf0dfa9e2f9da0,7,20,27,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,296,10
549,549,Config.java,8af61ac311b8b6e8bbff410f5f0e29bc73ca8daa,6,0,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,298,10
550,550,Config.java,d43b9ce5092f8879a1a66afebab74d86e9e127fb,3,1,4,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,300,10
551,551,Config.java,979af884ee4ecef78a21c4bd58992d053256f8f0,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,300,10
552,552,Config.java,b3a4e2005efca1b732f1ab30f89ec8b9541ca81b,58,58,116,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,300,10
553,553,Config.java,dd415263cc698d8b7b7165cb77add233302fcdfe,5,1,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,300,17
554,554,Config.java,47d604deb0b43758461b5532b69ffc2de2df9036,0,12,12,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,291,8
555,555,Config.java,5725e2c422d21d8efe5ae3bc4389842939553650,2,1,3,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,301,17
556,556,Config.java,617c8ebadb6c4df99c35a913184760e82172b1f5,6,0,6,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,288,10
557,557,Config.java,5b23054f10f4d6553e8dacbf53bd59e552f2a031,11,0,11,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,295,8
558,558,Config.java,b8697441d7a051e7ff68def6aa9cf14bd92ace9e,3,0,3,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,289,10
559,559,Config.java,05cb556f90dbd1929a180254809e05620265419b,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,290,10
560,560,Config.java,db788fe860dfd69f06ab97ae35fa67fcf2517b6d,0,1,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,289,10
561,561,Config.java,fff6eec2903ee85f648535dd051c9bc72631f524,1,0,1,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,290,10
562,562,Config.java,b82a42fd9ae99dc115ec04339f4265096bb45044,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,290,10
563,563,Config.java,1d5e0301f36b5c0dbd8fa8b5e599d2bb413f1b4e,12,4,16,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,308,19
564,564,Config.java,b30c8c98a594a5682f6ea1f0b5511463b700b6e8,3,0,3,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,301,12
565,565,Config.java,e6a61be8c857106d5d99a270b2d17de9f84c4d67,2,0,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,309,10
566,566,Config.java,5a03898c680ed6ada63901e8a4b278ccc8070717,3,0,3,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,303,12
567,567,Config.java,0388d89e29393d0b1f50baa24848bc8cb0a7c9a3,1,1,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,304,12
568,568,Config.java,4d42c189fa82b32fd93ae42a164b91e4db62992e,19,0,19,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,307,12
569,569,Config.java,e5c3d08a1428d378b6690f0419a2b25724b9736e,2,0,2,src/java/org/apache/cassandra/config/Config.java,src/java/org/apache/cassandra/config/Config.java,MODIFY,308,12
570,570,SelectStatement.java,2d991a7e4cc73b522f2c8adf14b5ff37a7947427,2,2,4,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,803,157
571,571,SelectStatement.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,9,9,18,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,803,157
572,572,SelectStatement.java,7e6c1d5483b35ab911113dff0f5fd559760d733b,64,27,91,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,830,160
573,573,SelectStatement.java,dbf6e62c382d62f9c1727ecf5afb90d131a81775,2,2,4,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,850,194
574,574,SelectStatement.java,9e7489116feace284e0d704135186991a67ee5e3,6,4,10,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,832,160
575,575,SelectStatement.java,deafdbe373df3717ec21f8e52d93f3d02bb5094a,15,7,22,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,857,198
576,576,SelectStatement.java,9cfbc31bc29685bd60355a823e0cf261a89858f0,19,3,22,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,846,164
577,577,SelectStatement.java,90fd8deed0d1eaa12906bc80aaf54daf837f3a81,3,5,8,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,856,198
578,578,SelectStatement.java,9c3855b5fd83b9fa9ffb2e5495e43cbea9855dee,3,8,11,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,842,164
579,579,SelectStatement.java,2fbddbd9926eac07031196f74c637730a3953dce,40,17,57,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,864,163
580,580,SelectStatement.java,e1e692a75451c239b8ef489db7d2c233d3d63e4e,6,1,7,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,868,164
581,581,SelectStatement.java,677230df694752c7ecf6d5459eee60ad7cf45ecf,7,5,12,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,871,164
582,582,SelectStatement.java,d8036f93617e318bf930885981cc75104bf523a2,24,7,31,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,879,166
583,583,SelectStatement.java,9a0eb9a31e71cfc43def6497907ce2ab3d091aa1,6,3,9,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,882,167
584,584,SelectStatement.java,69edeaa46b78bb168f7e9d0b1c991c07b90f41ca,3,0,3,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,858,199
585,585,SelectStatement.java,6ad874509d6c7edd53bb3a4b897477d6a2753c19,4,0,4,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,845,166
586,586,SelectStatement.java,c8d955533b6968368907e5b090a309ac57bf419f,18,1,19,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,864,201
587,587,SelectStatement.java,2cc26eba7a742eb23e95b027bc611c924c233e1e,8,8,16,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,885,169
588,588,SelectStatement.java,89464ead48278f8e3ecfeaeaf9571714978b4f72,12,3,15,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,852,167
589,589,SelectStatement.java,e8a0d0aac5bdcd468e334a46b5aade4d4559ef76,7,6,13,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,894,170
590,590,SelectStatement.java,86ba227477b9f8595eb610ecaf950cfbc29dd36b,40,1,41,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,871,172
591,591,SelectStatement.java,4ed00607df060a3cdcc685c4fc0c1967f62b37f1,25,59,84,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,882,169
592,592,SelectStatement.java,452d626a7a6b03917b7bd72a5dfe9da8a27e0903,6,1,7,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1845,514
593,593,SelectStatement.java,017ec3e99e704db5e1a36ad153af08d6e7eca523,5,1,6,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1848,515
594,594,SelectStatement.java,53f8f09575dfbdc166b257fe71a4d4a832470253,5,1,6,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,885,170
595,595,SelectStatement.java,c857919b40b9fb27139424944e9fb6cc58befc48,9,1,10,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1854,518
596,596,SelectStatement.java,087264f29c309ed0b2a18cc20b79016a05847f1c,0,4,4,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,881,170
597,597,SelectStatement.java,4205011c0fb92bfb6a7456ab620f5d6b40cb9160,161,79,240,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,930,185
598,598,SelectStatement.java,527d1897c0973491bb0db098ce5ea1e0bd78898f,86,4,90,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1896,537
599,599,SelectStatement.java,aa83c942a51323d4a38bc023979ba70801c875b3,15,14,29,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,931,185
600,600,SelectStatement.java,c11c7d73d086f89521805ce7cc1907d5788ab969,1,4,5,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,881,170
601,601,SelectStatement.java,cdd535fcac4ba79bb371e8373c6504d9e3978853,19,26,45,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1901,537
602,602,SelectStatement.java,e0adc166a33033c9d2668547803a1e034c2c2494,3,2,5,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,932,185
603,603,SelectStatement.java,95d0b671d1af154eaf1c1e81992c7f3f51469eee,22,4,26,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,880,176
604,604,SelectStatement.java,e1da99a1d82b5313f022307c2e110afc07e112b6,4,22,26,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,874,173
605,605,SelectStatement.java,77f0f68313a4c36bf86363e71f4775e36ccf85bc,11,2,13,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,936,187
606,606,SelectStatement.java,64d8a1d9fdacf3e7396cdf2f5c61171c1c9bccf2,14,4,18,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,1910,540
607,607,SelectStatement.java,7f297bcf8aced983cbc9c4103d0ebefc1789f0dd,4,12,16,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,870,173
608,608,SelectStatement.java,ce8c9b559f48e72cb4488e75211be338d28bdb13,53,6,59,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,916,177
609,609,SelectStatement.java,6c29ee84a2f62ccd05c328bbaa0c364eb1a7a821,4,4,8,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,916,177
610,610,SelectStatement.java,515f07b5ac75b15015401e89c379b29c788ba5a3,18,3,21,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,981,193
611,611,SelectStatement.java,594cde7937de6f848998bac35d35591f8a18aa10,8,11,19,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,867,203
612,612,SelectStatement.java,b907dc9689dd04ebae1f765570401d1f20a88ebd,3,4,7,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,912,176
613,613,LegacyLayout.java,0f5e780781ce3f0cb3732515dacc7e467571a7c9,10,8,18,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1647,415
614,614,LegacyLayout.java,6b7db8a534797d0ca7ebae506b265efd03e679ee,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1647,415
615,615,LegacyLayout.java,c1a113a9e3381d5278ca2254b0d0b062cfa7551b,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1645,414
616,616,LegacyLayout.java,5ec40a35958aefed9ae7a791751526d3eefb17a4,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1645,414
617,617,LegacyLayout.java,2f41243191c381193a3bf6ec3730ff6555325d06,4,4,8,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1647,415
618,618,LegacyLayout.java,3e37b4a90d4e5a036f24ac3d9a3aa804df6e6969,48,5,53,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1665,421
619,619,LegacyLayout.java,e017f9494844234fa73848890347f59c622cea40,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1667,422
620,620,LegacyLayout.java,2cc26eba7a742eb23e95b027bc611c924c233e1e,21,21,42,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1667,422
621,621,LegacyLayout.java,c98b6484e124982b455455c9cd847e0b36d5074b,75,2,77,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1721,429
622,622,LegacyLayout.java,c481e8dc84c713bda21724368094850ff9150011,18,1,19,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1732,432
623,623,LegacyLayout.java,ae816cb84f24de410a5e4b0b2e73507eca37f655,19,4,23,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1746,436
624,624,LegacyLayout.java,676b6a891d110cbbc5278a0fe06c4d937648ddea,19,4,23,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1744,435
625,625,LegacyLayout.java,9797511c56df4e9c7db964a6b83e67642df96c2d,3,2,5,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1747,436
626,626,LegacyLayout.java,139289356bb9615c688778b78243ba8007b22d81,10,8,18,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1746,436
627,627,LegacyLayout.java,d600f51ee1a3eb7b30ce3c409129567b70c22012,36,28,64,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1744,435
628,628,LegacyLayout.java,c612cd8d7dbd24888c216ad53f974686b88dd601,4,1,5,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1745,436
629,629,LegacyLayout.java,7c2437e26bc289c0a4c40fca303310fb61f362b1,51,11,62,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1769,443
630,630,LegacyLayout.java,74fdfe0a5f9bd8d3c525e771e2ba2cd3cfc18697,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1769,444
631,631,LegacyLayout.java,5918375e88bcacfab47e44cbfa2dd202ec634725,4,0,4,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1771,445
632,632,LegacyLayout.java,462b9cf63bf986671f8a080ef1802f0c27e7c772,10,2,12,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1774,445
633,633,LegacyLayout.java,ba71289778369e71d9abbdb93cb6b91ba67f9c85,15,8,23,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1781,446
634,634,LegacyLayout.java,ce8c9b559f48e72cb4488e75211be338d28bdb13,2,1,3,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1782,446
635,635,LegacyLayout.java,5378ba27ff66b4f39e34d613f99b0f2eddf7990d,47,23,70,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1799,449
636,636,LegacyLayout.java,4a2b516a3488ab04ee3338e74397b8c6d69e6d43,66,37,103,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1810,453
637,637,LegacyLayout.java,d52c7b8c595cc0d06fc3607bf16e3f595f016bb6,10,5,15,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1815,455
638,638,LegacyLayout.java,68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,25,9,34,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1824,456
639,639,LegacyLayout.java,06c55f779ae68de98cce531e0b78be5716849003,5,0,5,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1829,458
640,640,LegacyLayout.java,0a7fbee43f25b6ad3172825cd29bae455223ab33,32,1,33,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1842,461
641,641,LegacyLayout.java,11043610e38281f650f289a7f9286d306f1369e3,40,20,60,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1854,464
642,642,LegacyLayout.java,ebfa280fac2f43fb88e2e87d81f35b8017222a12,2,2,4,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1854,464
643,643,LegacyLayout.java,4bb4e6054b7ded291316e8fb514a9920778d072f,1,1,2,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1854,464
644,644,LegacyLayout.java,daf6c85b0530fb45ad1d8433efa0c5e13d7e182c,46,11,57,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1880,468
645,645,LegacyLayout.java,f4b6e1d51f683e0c77c6ff7f199373052b082b9e,25,51,76,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1862,466
646,646,LegacyLayout.java,d50ec52d6e6c9140080c86fcff08b3cd37a6ca3d,75,23,98,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1897,475
647,647,LegacyLayout.java,2b10a5f2b5e62f2900119a37e91637916e8b23df,2,3,5,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1896,476
648,648,LegacyLayout.java,767a68cd00050298abf7bbfd8b322e5663439c23,48,8,56,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1917,482
649,649,LegacyLayout.java,53f604dc1789a800dbcbc3c8aee77f8f36b8b5db,21,0,21,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1937,487
650,650,LegacyLayout.java,f0aa60bec728fbdb9ee7455d2d6d2f6feb183330,23,4,27,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1952,492
651,651,LegacyLayout.java,31a86f891b00ec0db20fcef4919dce63be7bf31d,4,4,8,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1953,492
652,652,LegacyLayout.java,4d42c189fa82b32fd93ae42a164b91e4db62992e,12,6,18,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1955,492
653,653,LegacyLayout.java,8358e19840d352475a5831d130ff3c43a11f2f4e,78,21,99,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1982,497
654,654,LegacyLayout.java,c8a2834606d683ba9945e9cc11bdb4207ce269d1,5,1,6,src/java/org/apache/cassandra/db/LegacyLayout.java,src/java/org/apache/cassandra/db/LegacyLayout.java,MODIFY,1982,497
655,655,NodeProbe.java,ecd66de2bdf2ecb88c4276a4616a76f5ec2921bb,12,0,12,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1215,263
656,656,NodeProbe.java,5cafe8606fa1f28b535c69c57f78593c4e6ea85a,2,1,3,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1216,263
657,657,NodeProbe.java,a4c767efb58ed057bcbd11dde5140a3537d6c17f,12,3,15,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1118,244
658,658,NodeProbe.java,05300b26e7918a2c329f902ed0022680f981a3ab,12,3,15,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1143,248
659,659,NodeProbe.java,a808769fc6cc73162109453f30202d86936e1492,1,0,1,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1144,249
