,index,name,hash,added_lines,deleted_lines,modifications,old_path,new_path,change_type,nloc,complexity
44,44,StorageService.java,03180469d62930ef73946458719223c8b9bec245,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3372,736
45,45,StorageService.java,fed476f9c049128674841d1c46b868979352b1a5,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3676,786
46,46,StorageService.java,1dffa02250c493862f773af9b691a3bf3db6f76d,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3375,721
47,47,StorageService.java,2f74831f4218142f6e118678a3c74c79c1f7e1ed,5,1,6,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3373,736
48,48,StorageService.java,142f358f6958695c4248acb94b89b64e95ccc609,22,120,142,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3276,721
49,49,StorageService.java,5af5bafc87f3efe0388c003b3923ca3452e1e261,6,0,6,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3382,745
50,50,StorageService.java,f28409bb9730c0318c3243f9d0febbb05ec0c2dc,3,0,3,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3277,721
51,51,StorageService.java,f6ca482516d3915b9a0b87a787d0c7893e39c92b,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3596,788
52,52,StorageService.java,286f6a143573de267c1595fe4dd83108ed5356fc,0,20,20,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3583,785
53,53,StorageService.java,d40ac784d3a8ddaf71a2df8b21745827392294cc,14,0,14,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3596,788
54,54,StorageService.java,7dccb3137375ce310a5827ffd493dbde93ad147a,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3596,788
55,55,StorageService.java,54836ec0c5f41fed53c1010acb27f311e615a7f3,8,8,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3596,788
56,56,StorageService.java,3472cf06ce9a811381a1548934b7a0b343616197,72,21,93,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3637,798
57,57,StorageService.java,a5d095e62ed459aefbc8c25e2bbcd46969a48eec,12,1,13,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3646,800
58,58,StorageService.java,cee22ad54d7c28aaf0868dd45aeb9b5b708b0e78,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3646,800
59,59,StorageService.java,b29736c27acff3a62a1416a7c6cd7f77deb96b84,2,2,4,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3646,800
60,60,StorageService.java,fa4255f06b0cc37051a69be20fd20e8e57798702,69,45,114,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3664,804
61,61,StorageService.java,91f7387e1f785b18321777311a5c3416af0663c2,2,2,4,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3277,721
62,62,StorageService.java,9797511c56df4e9c7db964a6b83e67642df96c2d,16,5,21,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3674,807
63,63,StorageService.java,465bb5d45ccef337382592127e214a0ca16a3d88,2,2,4,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3277,721
64,64,StorageService.java,824cb768d2aa45e1889653ab2c98cc0bc63e594e,45,2,47,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3713,815
65,65,StorageService.java,b89ffe730e80cfc097aea70d747f55e87fb1ed90,0,2,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3382,745
66,66,StorageService.java,68d252663537c9eb014501b342b52bbfa3848ba3,9,5,14,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3716,815
67,67,StorageService.java,6eff0829d2b3fe8fcac6622971b66792a4e82fef,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3277,720
68,68,StorageService.java,b39d984f7bd682c7638415d65dcc4ac9bcb74e5f,113,26,139,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3348,739
69,69,StorageService.java,2dc2bb808634be9aaf5ee1d65eb968f8c5514305,12,12,24,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3788,833
70,70,StorageService.java,81f6c784ce967fadb6ed7f58de1328e713eaf53c,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3788,833
71,71,StorageService.java,0cb5e8032a2e12831064ab6a9600c235c599a33d,25,7,32,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3802,835
72,72,StorageService.java,df819ec8334c7a215f8d409804186a8106e91097,14,3,17,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3354,743
73,73,StorageService.java,979af884ee4ecef78a21c4bd58992d053256f8f0,13,0,13,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3819,842
74,74,StorageService.java,5115c106db198e684b47c614b237925c45c71da8,153,132,285,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3468,772
75,75,StorageService.java,9fd0d0747bd46a09ec3567f4ec94fa3d63eca9aa,59,0,59,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3860,857
76,76,StorageService.java,be6e6ea662b7da556a9e4ba5fd402b7451bdde10,12,8,20,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3354,743
77,77,StorageService.java,28713778abe29c1d9120d2127354b7fd5ee8fff1,1,1,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3354,744
78,78,StorageService.java,49ce0a49571de31094959fa0f86da5492bd7fc0e,1,0,1,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3862,858
79,79,StorageService.java,e0adc166a33033c9d2668547803a1e034c2c2494,4,1,5,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3865,858
80,80,StorageService.java,a449e8f70f047081b2fd5892219ad2659d0027bd,5,4,9,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3355,745
81,81,StorageService.java,6bd402d12eb9216529417294e9af3a5b7c37b048,25,1,26,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3474,776
82,82,StorageService.java,7f668c6fe117f892cd79863fb9805ea5d5a2823c,4,3,7,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3475,776
83,83,StorageService.java,e9b7a0f2546579244ffc167c56122b0a47d4b4b0,22,2,24,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3487,780
84,84,StorageService.java,cecbe17e3eafc052acc13950494f7dddf026aa54,5,3,8,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3884,865
85,85,StorageService.java,bf0906b92cf65161d828e31bc46436d427bbb4b8,7,9,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3353,745
86,86,StorageService.java,2e36eb6ca38dd018e7ef0cda61d43ec9a7eb144c,1,2,3,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3484,780
87,87,StorageService.java,fee2a3a0958b801e1c3b26b7ad7d4ce1a79868bd,6,3,9,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3487,782
88,88,StorageService.java,6ed9134336bb48d04284cefd303d8374ed901c0a,3,2,5,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3488,783
89,89,StorageService.java,5af7c5ff5b287b10a5b49b2bf2890469cb627f2a,6,6,12,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3887,870
90,90,StorageService.java,f49579df38121f88107531307437b447a7438cda,11,5,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3358,746
91,91,StorageService.java,5b982d790bffbf1beb92fd605f6f213914ba4b63,10,2,12,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3366,748
92,92,StorageService.java,2795d72b46e493b87f74a4eb9c25520adff58f8c,4,1,5,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3903,873
93,93,StorageService.java,ec85b4a96390ef5bf85acac42f9c93a68620b668,15,13,28,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3503,786
94,94,StorageService.java,36bdc253193318ceaf5beb9bc5e869f6af590cb1,15,3,18,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3507,787
95,95,StorageService.java,d8a18f988f08de8504a45704632eff7f9494d82b,6,0,6,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3512,788
96,96,StorageService.java,9e37967e17a1b223df35c1c7cec4dc4adf0b2d91,13,3,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3512,788
97,97,StorageService.java,14e46e462cfee15cd06419ee81eb6d9571b6805e,0,58,58,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3877,865
98,98,StorageService.java,25e46f05294fd42c111f2f1d5881082d97c572ea,17,0,17,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3891,869
99,99,StorageService.java,50e6e721b2a81da7f11f60a2fa405fd46e5415d4,2,1,3,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3892,870
100,100,StorageService.java,e646e5032b68622f7ec1dd0c53137be08baabed9,25,0,25,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3911,874
101,101,StorageService.java,e7b9c1f50a9875682b480a3ab69e662f4b097d4d,0,25,25,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3892,870
102,102,StorageService.java,b2949439ec62077128103540e42570238520f4ee,7,1,8,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3378,737
103,103,StorageService.java,8a5e88f635fdb984505a99a553b5799cedccd06d,32,37,69,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3889,870
104,104,StorageService.java,bd0804065daaa01ba478c0ed97f7411f1180eef9,5,46,51,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3854,860
105,105,StorageService.java,22bb413ba29aa6a95034b7dac833a8273983fa42,2,0,2,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3518,790
106,106,StorageService.java,28ccf3fe3989d9d80063fe4d4bb048efe471936b,7,3,10,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3858,863
107,107,StorageService.java,b2f6ce961f38a3e4cd744e102026bf7a471056c9,6,1,7,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3521,790
108,108,StorageService.java,72fb86d5a585406ae49f3adcbaf6f78ef12295ff,2,1,3,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3862,863
109,109,StorageService.java,a6196a3a79b67dc6577747e591456328e57c314f,81,13,94,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3428,768
110,110,StorageService.java,ddbcff3363c5ad13bd8975e80b3f28ae8149a459,23,0,23,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3586,805
111,111,StorageService.java,1d5e0301f36b5c0dbd8fa8b5e599d2bb413f1b4e,4,12,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3420,767
112,112,StorageService.java,8ad4a9a522aef7243b2612d084bbae69ea8f1be6,5,0,5,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3424,768
113,113,StorageService.java,b30c8c98a594a5682f6ea1f0b5511463b700b6e8,10,0,10,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3590,807
114,114,StorageService.java,c3ce32e239b1ba41faf1d58a942465b9bf45b986,6,4,10,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3592,807
115,115,StorageService.java,e4b5d9818f003be2b9091c48f8435d29202ffe2d,91,72,163,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3600,810
116,116,StorageService.java,8dcaa12baa97ce870f23ff9045f968f2fa28b2cc,24,5,29,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3441,771
117,117,StorageService.java,39a431d9d821cf6bcb54da7198b6a64e09b0f120,11,0,11,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3629,816
118,118,StorageService.java,0388d89e29393d0b1f50baa24848bc8cb0a7c9a3,19,2,21,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3644,820
119,119,StorageService.java,58a5ce14ba80a0a4eeef0f6b18e58d63113e1159,7,1,8,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3446,772
120,120,StorageService.java,7e878c1eb61b180227d6f1b70c4223e3ee71a754,15,59,74,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3632,817
121,121,StorageService.java,301168b60331bbd01864265a02fce9b63b94b823,2,15,17,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3620,817
122,122,StorageService.java,184303220b2995f411f51f675131007404372b3d,20,10,30,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3630,819
123,123,StorageService.java,4f50a6712ada5c4298ec860836015ea15049cbda,20,12,32,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3955,893
124,124,StorageService.java,e5c3d08a1428d378b6690f0419a2b25724b9736e,26,1,27,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3651,823
125,125,StorageService.java,acbaeb1ee8d0aabe9ffb198df76fb6839b23f072,11,5,16,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3655,824
126,126,StorageService.java,8a4c1d7a485bbd2c12864d27e2705133ebbaabc0,2,2,4,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3655,824
127,127,StorageService.java,521a6e2aa9f8a4bc95dd13e768ec6de33cf6fa15,9,11,20,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3444,768
128,128,StorageService.java,12604456f9a8a38f742fd536af145d6ef0f61677,9,0,9,src/java/org/apache/cassandra/service/StorageService.java,src/java/org/apache/cassandra/service/StorageService.java,MODIFY,3659,823
129,129,ColumnFamilyStore.java,1db386e46e451250b2375060f92093f670091c02,6,4,10,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,1617,314
130,130,ColumnFamilyStore.java,d867ac1f41c59b31f8fb4f54a06c0118018cfc81,3,12,15,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,2191,428
131,131,ColumnFamilyStore.java,48b685e8521ea54d93c0d8d9e4ea80ecb1400dce,12,3,15,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,2198,430
132,132,ColumnFamilyStore.java,1c3ff9242a0bfc5c544c69f68ee7b17a464a5ab3,31,0,31,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,2258,453
133,133,ColumnFamilyStore.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,1,1,2,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,1680,326
134,134,ColumnFamilyStore.java,61e0251a1d4ddc695382aee11e443506afd40899,1,1,2,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,src/java/org/apache/cassandra/db/ColumnFamilyStore.java,MODIFY,2230,438
