Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
v-3-11-11,org.apache.cassandra.schema,IndexMetadata,validateCustomIndexOptions,Long Statement,The length of the statement "unknownOptions=(Map)indexerClass.getMethod("validateOptions"`Map.class`CFMetaData.class).invoke(null`filteredOptions`cfm);" is 122.,167
v-3-11-11,org.apache.cassandra.schema,IndexMetadata,validateCustomIndexOptions,Long Statement,The length of the statement "if (!unknownOptions.isEmpty()) throw new ConfigurationException(String.format("Properties specified %s are not understood by %s"`unknownOptions.keySet()`indexerClass.getSimpleName()));" is 184.,167
v-3-11-11,org.apache.cassandra.schema,IndexMetadata,toString,Long Statement,The length of the statement "return new ToStringBuilder(this).append("id"`id.toString()).append("name"`name).append("kind"`kind).append("options"`options).build();" is 134.,253
v-3-11-11,org.apache.cassandra.schema,TableParams,TableParams,Long Statement,The length of the statement "bloomFilterFpChance=builder.bloomFilterFpChance == null ? builder.compaction.defaultBloomFilterFbChance() : builder.bloomFilterFpChance;" is 136.,90
v-3-11-11,org.apache.cassandra.schema,TableParams,builder,Long Statement,The length of the statement "return new Builder().bloomFilterFpChance(params.bloomFilterFpChance).caching(params.caching).comment(params.comment).compaction(params.compaction).compression(params.compression).dcLocalReadRepairChance(params.dcLocalReadRepairChance).crcCheckChance(params.crcCheckChance).defaultTimeToLive(params.defaultTimeToLive).gcGraceSeconds(params.gcGraceSeconds).maxIndexInterval(params.maxIndexInterval).memtableFlushPeriodInMs(params.memtableFlushPeriodInMs).minIndexInterval(params.minIndexInterval).readRepairChance(params.readRepairChance).speculativeRetry(params.speculativeRetry).extensions(params.extensions).cdc(params.cdc);" is 625.,117
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Complex Method,Cyclomatic complexity of the method is 11,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "fail("%s must be larger than %s and less than or equal to 1.0 (got %s)"`Option.BLOOM_FILTER_FP_CHANCE`minBloomFilterFpChanceValue`bloomFilterFpChance);" is 151.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "fail("%s must be larger than or equal to 0 and smaller than or equal to 1.0 (got %s)"`Option.DCLOCAL_READ_REPAIR_CHANCE`dcLocalReadRepairChance);" is 145.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "fail("%s must be larger than or equal to 0 and smaller than or equal to 1.0 (got %s)"`Option.READ_REPAIR_CHANCE`readRepairChance);" is 130.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "fail("%s must be larger than or equal to 0 and smaller than or equal to 1.0 (got %s)"`Option.CRC_CHECK_CHANCE`crcCheckChance);" is 126.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "if (defaultTimeToLive < 0) fail("%s must be greater than or equal to 0 (got %s)"`Option.DEFAULT_TIME_TO_LIVE`defaultTimeToLive);" is 128.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "if (defaultTimeToLive > Attributes.MAX_TTL) fail("%s must be less than or equal to %d (got %s)"`Option.DEFAULT_TIME_TO_LIVE`Attributes.MAX_TTL`defaultTimeToLive);" is 162.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "if (minIndexInterval < 1) fail("%s must be greater than or equal to 1 (got %s)"`Option.MIN_INDEX_INTERVAL`minIndexInterval);" is 124.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "fail("%s must be greater than or equal to %s (%s) (got %s)"`Option.MAX_INDEX_INTERVAL`Option.MIN_INDEX_INTERVAL`minIndexInterval`maxIndexInterval);" is 147.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,validate,Long Statement,The length of the statement "if (memtableFlushPeriodInMs < 0) fail("%s must be greater than or equal to 0 (got %s)"`Option.MEMTABLE_FLUSH_PERIOD_IN_MS`memtableFlushPeriodInMs);" is 147.,137
v-3-11-11,org.apache.cassandra.schema,TableParams,equals,Long Statement,The length of the statement "return comment.equals(p.comment) && readRepairChance == p.readRepairChance && dcLocalReadRepairChance == p.dcLocalReadRepairChance && bloomFilterFpChance == p.bloomFilterFpChance && crcCheckChance == p.crcCheckChance && gcGraceSeconds == p.gcGraceSeconds && defaultTimeToLive == p.defaultTimeToLive && memtableFlushPeriodInMs == p.memtableFlushPeriodInMs && minIndexInterval == p.minIndexInterval && maxIndexInterval == p.maxIndexInterval && speculativeRetry.equals(p.speculativeRetry) && caching.equals(p.caching) && compaction.equals(p.compaction) && compression.equals(p.compression) && extensions.equals(p.extensions) && cdc == p.cdc;" is 638.,202
v-3-11-11,org.apache.cassandra.schema,TableParams,hashCode,Long Statement,The length of the statement "return Objects.hashCode(comment`readRepairChance`dcLocalReadRepairChance`bloomFilterFpChance`crcCheckChance`gcGraceSeconds`defaultTimeToLive`memtableFlushPeriodInMs`minIndexInterval`maxIndexInterval`speculativeRetry`caching`compaction`compression`extensions`cdc);" is 263.,231
v-3-11-11,org.apache.cassandra.schema,TableParams,toString,Long Statement,The length of the statement "return MoreObjects.toStringHelper(this).add(Option.COMMENT.toString()`comment).add(Option.READ_REPAIR_CHANCE.toString()`readRepairChance).add(Option.DCLOCAL_READ_REPAIR_CHANCE.toString()`dcLocalReadRepairChance).add(Option.BLOOM_FILTER_FP_CHANCE.toString()`bloomFilterFpChance).add(Option.CRC_CHECK_CHANCE.toString()`crcCheckChance).add(Option.GC_GRACE_SECONDS.toString()`gcGraceSeconds).add(Option.DEFAULT_TIME_TO_LIVE.toString()`defaultTimeToLive).add(Option.MEMTABLE_FLUSH_PERIOD_IN_MS.toString()`memtableFlushPeriodInMs).add(Option.MIN_INDEX_INTERVAL.toString()`minIndexInterval).add(Option.MAX_INDEX_INTERVAL.toString()`maxIndexInterval).add(Option.SPECULATIVE_RETRY.toString()`speculativeRetry).add(Option.CACHING.toString()`caching).add(Option.COMPACTION.toString()`compaction).add(Option.COMPRESSION.toString()`compression).add(Option.EXTENSIONS.toString()`extensions).add(Option.CDC.toString()`cdc).toString();" is 919.,252
v-3-11-11,org.apache.cassandra.schema,CompactionParams,create,Long Identifier,The length of the field DEFAULT_PROVIDE_OVERLAPPING_TOMBSTONES is 38.,101
v-3-11-11,org.apache.cassandra.schema,CompactionParams,create,Long Statement,The length of the statement "boolean isEnabled=options.containsKey(Option.ENABLED.toString()) ? Boolean.parseBoolean(options.get(Option.ENABLED.toString())) : DEFAULT_ENABLED;" is 146.,101
v-3-11-11,org.apache.cassandra.schema,CompactionParams,create,Long Statement,The length of the statement "String overlappingTombstoneParm=options.getOrDefault(Option.PROVIDE_OVERLAPPING_TOMBSTONES.toString()`DEFAULT_PROVIDE_OVERLAPPING_TOMBSTONES.toString()).toUpperCase();" is 167.,101
v-3-11-11,org.apache.cassandra.schema,CompactionParams,create,Long Statement,The length of the statement "throw new ConfigurationException(format("Invalid value %s for 'provide_overlapping_tombstones' compaction sub-option - must be one of the following [%s]."`overlappingTombstoneParm`StringUtils.join(TombstoneOption.values()`"` ")));" is 230.,101
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Complex Method,Cyclomatic complexity of the method is 8,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("Properties specified %s are not understood by %s"`unknownOptions.keySet()`klass.getSimpleName()));" is 139.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("%s.validateOptions() threw an error: %s %s"`klass.getName()`cause.getClass().getName()`cause.getMessage())`e);" is 151.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("Invalid value %s for '%s' compaction sub-option - must be an integer"`minThreshold`Option.MIN_THRESHOLD));" is 147.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("Invalid value %s for '%s' compaction sub-option - must be an integer"`maxThreshold`Option.MAX_THRESHOLD));" is 147.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException("Disabling compaction by setting compaction thresholds to 0 has been removed`" + " set the compaction option 'enabled' to false instead.");" is 172.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("Min compaction threshold cannot be less than 2 (got %d)"`minCompactionThreshold()));" is 125.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,validate,Long Statement,The length of the statement "throw new ConfigurationException(format("Min compaction threshold (got %d) cannot be greater than max compaction threshold (got %d)"`minCompactionThreshold()`maxCompactionThreshold()));" is 185.,158
v-3-11-11,org.apache.cassandra.schema,CompactionParams,defaultBloomFilterFbChance,Magic Number,The method contains a magic number: 0.1,231
v-3-11-11,org.apache.cassandra.schema,CompactionParams,defaultBloomFilterFbChance,Magic Number,The method contains a magic number: 0.01,231
v-3-11-11,org.apache.cassandra.schema,CompactionParams,fromMap,Long Statement,The length of the statement "throw new ConfigurationException(format("Missing sub-option '%s' for the '%s' option"`Option.CLASS`TableParams.Option.COMPACTION));" is 131.,254
v-3-11-11,org.apache.cassandra.schema,CompactionParams,classFromName,Long Statement,The length of the statement "throw new ConfigurationException(format("Compaction strategy class %s is not derived from AbstractReplicationStrategy"`className));" is 131.,269
v-3-11-11,org.apache.cassandra.schema,CompactionParams,supportsThresholdParams,Long Statement,The length of the statement "Map<String`String> unrecognizedOptions=(Map<String`String>)klass.getMethod("validateOptions"`Map.class).invoke(null`DEFAULT_THRESHOLDS);" is 136.,288
v-3-11-11,org.apache.cassandra.schema,Tables,with,Long Statement,The length of the statement "if (get(table.cfName).isPresent()) throw new IllegalStateException(String.format("Table %s already exists"`table.cfName));" is 122.,98
v-3-11-11,org.apache.cassandra.schema,ReplicationParams,simple,Long Statement,The length of the statement "return new ReplicationParams(SimpleStrategy.class`ImmutableMap.of("replication_factor"`Integer.toString(replicationFactor)));" is 125.,49
v-3-11-11,org.apache.cassandra.schema,ReplicationParams,nts,Magic Number,The method contains a magic number: 2,54
v-3-11-11,org.apache.cassandra.schema,ReplicationParams,nts,Magic Number,The method contains a magic number: 2,54
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,compile,Long Statement,The length of the statement "return CFMetaData.compile(String.format(schema`name)`SchemaConstants.SCHEMA_KEYSPACE_NAME).comment(description).gcGraceSeconds((int)TimeUnit.DAYS.toSeconds(7));" is 160.,267
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,compile,Magic Number,The method contains a magic number: 7,267
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,metadata,Long Statement,The length of the statement "return KeyspaceMetadata.create(SchemaConstants.SCHEMA_KEYSPACE_NAME`KeyspaceParams.local()`org.apache.cassandra.schema.Tables.of(ALL_TABLE_METADATA));" is 150.,274
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,saveSystemKeyspacesSchema,Long Statement,The length of the statement "String query=String.format("DELETE FROM %s.%s USING TIMESTAMP ? WHERE keyspace_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`schemaTable);" is 139.,279
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,saveSystemKeyspacesSchema,Long Statement,The length of the statement "for ( String systemKeyspace : SchemaConstants.LOCAL_SYSTEM_KEYSPACE_NAMES) executeOnceInternal(query`timestamp`systemKeyspace);" is 127.,279
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,flush,Long Statement,The length of the statement "if (!DatabaseDescriptor.isUnsafeSystem()) ALL.forEach(table -> FBUtilities.waitOnFuture(getSchemaCFS(table).forceFlush()));" is 123.,307
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,calculateSchemaDigest,Long Statement,The length of the statement "try (ReadExecutionController executionController=cmd.executionController();PartitionIterator schema=cmd.executeInternal(executionController)){" is 142.,327
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,convertSchemaToMutations,Long Statement,The length of the statement "try (ReadExecutionController executionController=cmd.executionController();UnfilteredPartitionIterator iter=cmd.executeLocally(executionController)){" is 149.,393
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateForSchema,Long Statement,The length of the statement "if (DatabaseDescriptor.isCDCEnabled() || !TABLES_WITH_CDC_ADDED.contains(partition.metadata().cfName)) return PartitionUpdate.fromIterator(partition`filter);" is 157.,420
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeCreateKeyspaceMutation,Long Statement,The length of the statement "builder.update(Keyspaces).row().add(KeyspaceParams.Option.DURABLE_WRITES.toString()`params.durableWrites).add(KeyspaceParams.Option.REPLICATION.toString()`params.replication.asMap());" is 183.,459
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeDropKeyspaceMutation,Long Statement,The length of the statement "Mutation.SimpleBuilder builder=Mutation.simpleBuilder(SchemaConstants.SCHEMA_KEYSPACE_NAME`decorate(Keyspaces`keyspace.name)).timestamp(timestamp);" is 147.,485
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addTypeToSchemaMutation,Long Statement,The length of the statement "mutation.update(Types).row(type.getNameAsString()).add("field_names"`type.fieldNames().stream().map(FieldIdentifier::toString).collect(toList())).add("field_types"`type.fieldTypes().stream().map(AbstractType::asCQL3Type).map(CQL3Type::toString).collect(toList()));" is 264.,504
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addTableToSchemaMutation,Long Statement,The length of the statement "Row.SimpleBuilder rowBuilder=builder.update(Tables).row(table.cfName).add("id"`table.cfId).add("flags"`CFMetaData.flagsToStrings(table.flags()));" is 145.,528
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addTableToSchemaMutation,Long Statement,The length of the statement "for ( CFMetaData.DroppedColumn column : table.getDroppedColumns().values()) addDroppedColumnToSchemaMutation(table`column`builder);" is 131.,528
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addTableParamsToRowBuilder,Long Statement,The length of the statement "builder.add("bloom_filter_fp_chance"`params.bloomFilterFpChance).add("comment"`params.comment).add("dclocal_read_repair_chance"`params.dcLocalReadRepairChance).add("default_time_to_live"`params.defaultTimeToLive).add("gc_grace_seconds"`params.gcGraceSeconds).add("max_index_interval"`params.maxIndexInterval).add("memtable_flush_period_in_ms"`params.memtableFlushPeriodInMs).add("min_index_interval"`params.minIndexInterval).add("read_repair_chance"`params.readRepairChance).add("speculative_retry"`params.speculativeRetry.toString()).add("crc_check_chance"`params.crcCheckChance).add("caching"`params.caching.asMap()).add("compaction"`params.compaction.asMap()).add("compression"`params.compression.asMap()).add("extensions"`params.extensions);" is 745.,553
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Complex Method,Cyclomatic complexity of the method is 11,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "MapDifference<ByteBuffer`ColumnDefinition> columnDiff=Maps.difference(oldTable.getColumnMetadata()`newTable.getColumnMetadata());" is 129.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( ColumnDefinition column : columnDiff.entriesOnlyOnLeft().values()) dropColumnFromSchemaMutation(oldTable`column`builder);" is 127.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( ColumnDefinition column : columnDiff.entriesOnlyOnRight().values()) addColumnToSchemaMutation(newTable`column`builder);" is 125.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( ByteBuffer name : columnDiff.entriesDiffering().keySet()) addColumnToSchemaMutation(newTable`newTable.getColumnDefinition(name)`builder);" is 143.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "MapDifference<ByteBuffer`CFMetaData.DroppedColumn> droppedColumnDiff=Maps.difference(oldTable.getDroppedColumns()`newTable.getDroppedColumns());" is 144.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( CFMetaData.DroppedColumn column : droppedColumnDiff.entriesOnlyOnRight().values()) addDroppedColumnToSchemaMutation(newTable`column`builder);" is 147.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( ByteBuffer name : droppedColumnDiff.entriesDiffering().keySet()) addDroppedColumnToSchemaMutation(newTable`newTable.getDroppedColumns().get(name)`builder);" is 161.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( TriggerMetadata trigger : triggerDiff.entriesOnlyOnLeft().values()) dropTriggerFromSchemaMutation(oldTable`trigger`builder);" is 130.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( TriggerMetadata trigger : triggerDiff.entriesOnlyOnRight().values()) addTriggerToSchemaMutation(newTable`trigger`builder);" is 128.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( IndexMetadata index : indexesDiff.entriesOnlyOnLeft().values()) dropIndexFromSchemaMutation(oldTable`index`builder);" is 122.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateTableMutation,Long Statement,The length of the statement "for ( MapDifference.ValueDifference<IndexMetadata> diff : indexesDiff.entriesDiffering().values()) addUpdatedIndexToSchemaMutation(newTable`diff.rightValue()`builder);" is 167.,577
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeDropTableMutation,Long Statement,The length of the statement "for ( CFMetaData.DroppedColumn column : table.getDroppedColumns().values()) dropDroppedColumnFromSchemaMutation(table`column`timestamp`builder);" is 144.,663
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addColumnToSchemaMutation,Long Statement,The length of the statement "builder.update(Columns).row(table.cfName`column.name.toString()).add("column_name_bytes"`column.name.bytes).add("kind"`column.kind.toString().toLowerCase()).add("position"`column.position()).add("clustering_order"`column.clusteringOrder().toString().toLowerCase()).add("type"`type.asCQL3Type().toString());" is 306.,685
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addDroppedColumnToSchemaMutation,Long Statement,The length of the statement "builder.update(DroppedColumns).row(table.cfName`column.name).add("dropped_time"`new Date(TimeUnit.MICROSECONDS.toMillis(column.droppedTime))).add("kind"`null != column.kind ? column.kind.toString().toLowerCase() : null).add("type"`expandUserTypes(column.type).asCQL3Type().toString());" is 285.,706
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addTriggerToSchemaMutation,Long Statement,The length of the statement "builder.update(Triggers).row(table.cfName`trigger.name).add("options"`Collections.singletonMap("class"`trigger.classOption));" is 125.,720
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addViewToSchemaMutation,Long Statement,The length of the statement "Row.SimpleBuilder rowBuilder=builder.update(Views).row(view.viewName).add("include_all_columns"`view.includeAllColumns).add("base_table_id"`view.baseTableId).add("base_table_name"`view.baseTableMetadata().cfName).add("where_clause"`view.whereClause).add("id"`table.cfId);" is 271.,740
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addViewToSchemaMutation,Long Statement,The length of the statement "for ( CFMetaData.DroppedColumn column : table.getDroppedColumns().values()) addDroppedColumnToSchemaMutation(table`column`builder);" is 131.,740
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "MapDifference<ByteBuffer`ColumnDefinition> columnDiff=Maps.difference(oldView.metadata.getColumnMetadata()`newView.metadata.getColumnMetadata());" is 145.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "for ( ColumnDefinition column : columnDiff.entriesOnlyOnLeft().values()) dropColumnFromSchemaMutation(oldView.metadata`column`builder);" is 135.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "for ( ColumnDefinition column : columnDiff.entriesOnlyOnRight().values()) addColumnToSchemaMutation(newView.metadata`column`builder);" is 133.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "for ( ByteBuffer name : columnDiff.entriesDiffering().keySet()) addColumnToSchemaMutation(newView.metadata`newView.metadata.getColumnDefinition(name)`builder);" is 159.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "MapDifference<ByteBuffer`CFMetaData.DroppedColumn> droppedColumnDiff=Maps.difference(oldView.metadata.getDroppedColumns()`oldView.metadata.getDroppedColumns());" is 160.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "for ( CFMetaData.DroppedColumn column : droppedColumnDiff.entriesOnlyOnRight().values()) addDroppedColumnToSchemaMutation(oldView.metadata`column`builder);" is 155.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,makeUpdateViewMutation,Long Statement,The length of the statement "for ( ByteBuffer name : droppedColumnDiff.entriesDiffering().keySet()) addDroppedColumnToSchemaMutation(newView.metadata`newView.metadata.getDroppedColumns().get(name)`builder);" is 177.,780
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addFunctionToSchemaMutation,Long Statement,The length of the statement "builder.update(Functions).row(function.name().name`functionArgumentsList(function)).add("body"`function.body()).add("language"`function.language()).add("return_type"`function.returnType().asCQL3Type().toString()).add("called_on_null_input"`function.isCalledOnNullInput()).add("argument_names"`function.argNames().stream().map((c) -> bbToString(c.bytes)).collect(toList()));" is 373.,848
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,addAggregateToSchemaMutation,Long Statement,The length of the statement "builder.update(Aggregates).row(aggregate.name().name`functionArgumentsList(aggregate)).add("return_type"`aggregate.returnType().asCQL3Type().toString()).add("state_func"`aggregate.stateFunction().name().name).add("state_type"`aggregate.stateType().asCQL3Type().toString()).add("final_func"`aggregate.finalFunction() != null ? aggregate.finalFunction().name().name : null).add("initcond"`aggregate.initialCondition() != null ? aggregate.stateType().freeze().asCQL3Type().toCQLLiteral(aggregate.initialCondition()`ProtocolVersion.CURRENT) : null);" is 545.,896
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchKeyspacesOnly,Long Statement,The length of the statement "String query=format("SELECT keyspace_name FROM %s.%s WHERE keyspace_name IN ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`KEYSPACES);" is 127.,941
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchKeyspacesOnly,Long Statement,The length of the statement "for ( UntypedResultSet.Row row : query(query`new ArrayList<>(includedKeyspaceNames))) keyspaces.add(fetchKeyspace(row.getString("keyspace_name")));" is 147.,941
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTables,Long Identifier,The length of the field IGNORE_CORRUPTED_SCHEMA_TABLES is 30.,990
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTables,Long Statement,The length of the statement "String errorMsg=String.format("No partition columns found for table %s.%s in %s.%s. This may be due to " + "corruption or concurrent dropping and altering of a table. If this table is supposed " + "to be dropped` {}run the following query to cleanup: "+ "\"DELETE FROM %s.%s WHERE keyspace_name = '%s' AND table_name = '%s'; "+ "DELETE FROM %s.%s WHERE keyspace_name = '%s' AND table_name = '%s';\" "+ "If the table is not supposed to be dropped` restore %s.%s sstables from backups."`keyspaceName`tableName`SchemaConstants.SCHEMA_KEYSPACE_NAME`COLUMNS`SchemaConstants.SCHEMA_KEYSPACE_NAME`TABLES`keyspaceName`tableName`SchemaConstants.SCHEMA_KEYSPACE_NAME`COLUMNS`keyspaceName`tableName`SchemaConstants.SCHEMA_KEYSPACE_NAME`COLUMNS);" is 734.,990
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTable,Long Statement,The length of the statement "String query=String.format("SELECT * FROM %s.%s WHERE keyspace_name = ? AND table_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`TABLES);" is 137.,1029
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTable,Long Statement,The length of the statement "if (rows.isEmpty()) throw new RuntimeException(String.format("%s:%s not found in the schema definitions keyspace."`keyspaceName`tableName));" is 140.,1029
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTable,Long Statement,The length of the statement "String msg=String.format("Table %s.%s did not have any partition key columns in the schema tables"`keyspaceName`tableName);" is 123.,1029
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTable,Long Statement,The length of the statement "return CFMetaData.create(keyspaceName`tableName`id`isDense`isCompound`isSuper`isCounter`false`columns`DatabaseDescriptor.getPartitioner()).params(createTableParamsFromRow(row)).droppedColumns(droppedColumns).indexes(indexes).triggers(triggers);" is 244.,1029
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,createTableParamsFromRow,Long Statement,The length of the statement "return TableParams.builder().bloomFilterFpChance(row.getDouble("bloom_filter_fp_chance")).caching(CachingParams.fromMap(row.getFrozenTextMap("caching"))).comment(row.getString("comment")).compaction(CompactionParams.fromMap(row.getFrozenTextMap("compaction"))).compression(CompressionParams.fromMap(row.getFrozenTextMap("compression"))).dcLocalReadRepairChance(row.getDouble("dclocal_read_repair_chance")).defaultTimeToLive(row.getInt("default_time_to_live")).extensions(row.getFrozenMap("extensions"`UTF8Type.instance`BytesType.instance)).gcGraceSeconds(row.getInt("gc_grace_seconds")).maxIndexInterval(row.getInt("max_index_interval")).memtableFlushPeriodInMs(row.getInt("memtable_flush_period_in_ms")).minIndexInterval(row.getInt("min_index_interval")).readRepairChance(row.getDouble("read_repair_chance")).crcCheckChance(row.getDouble("crc_check_chance")).speculativeRetry(SpeculativeRetryParam.fromString(row.getString("speculative_retry"))).cdc(row.has("cdc") ? row.getBoolean("cdc") : false).build();" is 1007.,1073
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchColumns,Long Statement,The length of the statement "String query=format("SELECT * FROM %s.%s WHERE keyspace_name = ? AND table_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`COLUMNS);" is 131.,1095
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchColumns,Long Statement,The length of the statement "if (columns.stream().noneMatch(ColumnDefinition::isPartitionKey)) throw new MissingColumns("No partition key columns found in schema table for " + keyspace + "."+ table);" is 170.,1095
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchDroppedColumns,Long Statement,The length of the statement "String query=format("SELECT * FROM %s.%s WHERE keyspace_name = ? AND table_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`DROPPED_COLUMNS);" is 139.,1130
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchIndexes,Long Statement,The length of the statement "String query=String.format("SELECT * FROM %s.%s WHERE keyspace_name = ? AND table_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`INDEXES);" is 138.,1160
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchTriggers,Long Statement,The length of the statement "String query=String.format("SELECT * FROM %s.%s WHERE keyspace_name = ? AND table_name = ?"`SchemaConstants.SCHEMA_KEYSPACE_NAME`TRIGGERS);" is 139.,1176
v-3-11-11,org.apache.cassandra.schema,SchemaKeyspace,fetchViews,Long Statement,The length of the statement "for ( UntypedResultSet.Row row : query(query`keyspaceName)) views.add(fetchView(keyspaceName`row.getString("view_name")`types));" is 128.,1191
