name,modifiedlines
CustomTThreadPoolServer.java,	4
ViewDefinition.java,	4
Index.java,	4
StorageServiceMBean.java,	4
DatabaseDescriptor.java,	4
ClientState.java,	4
StorageService.java,	4
LegacyHintsMigrator.java,	4
Tracker.java,	4
StreamSession.java,	4
LongLeveledCompactionStrategyTest.java,	4
Row.java,	4
Util.java,	4
Util.java,	4
Util.java,	4
ViewManager.java,	4
NodeProbe.java,	4
SelectStatement.java,	4
RequestThreadPoolExecutor.java,	4
StreamCoordinator.java,	4
CompactionManager.java,	4
TableMetrics.java,	4
UnfilteredSerializer.java,	4
CassandraServer.java,	4
ColumnFamilyStoreTest.java,	4
ClusteringPrefix.java,	4
RowFilter.java,	4
BaseRows.java,	4
KeysSearcher.java,	4
MetadataCollector.java,	4
KeyspaceTest.java,	4
CQLSSTableWriterClientTest.java,	4
PartitionUpdate.java,	4
CacheProviderTest.java,	4
Schema.java,	4
OperationTest.java,	4
CustomCassandraIndex.java,	4
LegacySchemaMigratorTest.java,	4
TokenAllocation.java,	4
TokenAllocation.java,	4
Scrubber.java,	4
RestrictionSet.java,	4
Relation.java,	4
OnDiskIndexBuilder.java,	4
LeveledCompactionTask.java,	4
SSTableSplitter.java,	4
View.java,	4
ListType.java,	4
ReversedType.java,	4
SetType.java,	4
UDFByteCodeVerifier.java,	4
CallClone.java,	4
CallComDatastax.java,	4
CallFinalize.java,	4
CallOrgApache.java,	4
ClassWithField.java,	4
ClassWithInitializer.java,	4
ClassWithInitializer2.java,	4
ClassWithInitializer3.java,	4
ClassWithStaticInitializer.java,	4
GoodClass.java,	4
UseOfSynchronized.java,	4
UseOfSynchronizedWithNotify.java,	4
UseOfSynchronizedWithNotifyAll.java,	4
UseOfSynchronizedWithWait.java,	4
UseOfSynchronizedWithWaitL.java,	4
UseOfSynchronizedWithWaitLI.java,	4
QueryWithIndexedSSTableTest.java,	4
StreamReader.java,	4
AbstractRangeTombstoneMarker.java,	4
MaxSSTableSizeWriter.java,	4
MemoryUtil.java,	4
CustomTThreadPoolServer.java,	4
NativeSSTableLoaderClient.java,	4
SingleColumnRelation.java,	4
AbstractRestriction.java,	4
FrozenCollectionsTest.java,	4
PerRowSecondaryIndexTest.java,	4
SingleColumnRelation.java,	4
CustomIndexTest.java,	4
RowUpdateBuilder.java,	4
CassandraIndex.java,	4
ThriftValidation.java,	4
PartitionImplementationTest.java,	4
DigestBackwardCompatibilityTest.java,	4
CustomCassandraIndex.java,	4
SASIIndexTest.java,	4
CQLSSTableWriter.java,	4
LifecycleTransaction.java,	4
StartupException.java,	4
CQL3CasRequest.java,	4
DateTieredCompactionStrategy.java,	4
SizeTieredCompactionStrategy.java,	4
SSTableRepairStatusChanged.java,	4
CompressedSegment.java,	4
EncryptedSegment.java,	4
AbstractSSTableIterator.java,	4
HintMessage.java,	4
BigTableWriter.java,	4
FileMessageHeader.java,	4
CompressedSequentialWriterTest.java,	4
BufferedRandomAccessFileTest.java,	4
NodeProbe.java,	4
StorageService.java,	4
SecondaryIndexManager.java,	4
DatabaseDescriptor.java,	4
QueryProcessor.java,	4
Verifier.java,	4
TokenSerializer.java,	4
OnDiskIndexBuilder.java,	4
RangeAwareSSTableWriter.java,	4
DiskAwareRunnable.java,	4
CassandraDaemon.java,	4
StreamReader.java,	4
SecondaryIndexTest.java,	4
Relation.java,	4
StatementRestrictions.java,	4
SASIIndexTest.java,	4
CommitLogSegmentManager.java,	4
QueryPlan.java,	4
ColumnIdentifier.java,	4
UDHelper.java,	4
SelectStatement.java,	4
DataType.java,	4
JavaDriverClient.java,	4
NodeProbe.java,	4
AutoSavingCache.java,	4
Scrubber.java,	4
Verifier.java,	4
SimpleStrategyTest.java,	4
LeaveAndBootstrapTest.java,	4
MoveTest.java,	4
FileUtils.java,	4
JVMStabilityInspector.java,	4
TriggersSchemaTest.java,	4
MutableDeletionInfo.java,	4
AbstractBTreePartition.java,	4
RowAndDeletionMergeIterator.java,	4
RangeTombstoneTest.java,	4
SliceTest.java,	4
CacheMetrics.java,	4
FrozenCollectionsTest.java,	4
UserTypesTest.java,	4
Cell.java,	4
Permission.java,	4
AbstractMarker.java,	4
Json.java,	4
Lists.java,	4
Tuples.java,	4
UserTypes.java,	4
ForwardingPrimaryKeyRestrictions.java,	4
PrimaryKeyRestrictionSet.java,	4
BatchStatement.java,	4
Permission.java,	4
ViewManager.java,	4
ColumnFamilyStore.java,	4
CassandraDaemon.java,	4
ActiveRepairService.java,	4
StreamManager.java,	4
NamedThreadFactory.java,	4
DataOutputBufferFixed.java,	4
ConnectionHandler.java,	4
WrappedSharedCloseable.java,	4
CreateViewStatement.java,	4
CreateTableStatement.java,	4
UpdateStatement.java,	4
CompactionMetadata.java,	4
IMetadataComponentSerializer.java,	4
ValidationMetadata.java,	4
Directories.java,	4
ClusteringPrefix.java,	4
BigTableScanner.java,	4
CassandraDaemon.java,	4
ViewBuilder.java,	4
Scrubber.java,	4
Verifier.java,	4
RepairJob.java,	4
StartupChecks.java,	4
CassandraServer.java,	4
DateTieredCompactionStrategy.java,	4
DatabaseDescriptor.java,	4
ViewDefinition.java,	4
AggregateFunctionSelector.java,	4
View.java,	4
CQL3TypeLiteralTest.java,	4
TimeWindowCompactionStrategyOptions.java,	4
RewindableDataInputStreamPlus.java,	4
TableViews.java,	4
CassandraDaemon.java,	4
BatchlogManagerTest.java,	4
CQLTester.java,	4
CommitLogUpgradeTestMaker.java,	4
CompactionMetrics.java,	4
CqlBulkOutputFormat.java,	4
Index.java,	4
RangeStreamer.java,	4
TokenAllocation.java,	4
WindowsTimer.java,	4
StandardAnalyzer.java,	4
ChecksummedSequentialWriterTest.java,	4
IncomingStreamingConnection.java,	4
StorageProxy.java,	4
Cell.java,	4
SASIIndexTest.java,	4
ViewBuilder.java,	4
StreamSession.java,	4
AutoSavingCache.java,	4
SSTableIterator.java,	4
SSTableReversedIterator.java,	4
Rebufferer.java,	4
SSTableMetadataViewer.java,	4
CassandraDaemon.java,	4
MetadataSerializer.java,	4
ExpiringMap.java,	4
CommitLogSegmentManagerCDC.java,	4
Schema.java,	4
MonitoringTask.java,	4
SelectStatement.java,	4
BufferClustering.java,	4
ValidationTask.java,	4
PstmtPersistenceTest.java,	4
SimpleQueryTest.java,	4
LocalDates.java,	4
CompressedSegment.java,	4
EncryptedSegment.java,	4
CompactionMetrics.java,	4
StatementRestrictions.java,	4
DataOutputBufferFixed.java,	4
CommitLogStressTest.java,	4
SSTableReader.java,	4
ViewUpdateGenerator.java,	4
BatchMessage.java,	4
TimeWindowCompactionStrategy.java,	4
CqlBulkRecordWriter.java,	4
RealTransactionsTest.java,	4
SchemaQuery.java,	4
ColumnFamilyStore.java,	4
StreamTransferTask.java,	4
RecoveryManagerMissingHeaderTest.java,	4
TopPartitions.java,	4
DatabaseDescriptor.java,	4
CompactionController.java,	4
SystemKeyspaceTest.java,	4
NanoTimeToCurrentTimeMillisTest.java,	4
Stress.java,	4
MultiColumnRelation.java,	4
CreateViewStatement.java,	4
CommitLogSegmentManager.java,	4
SSTableRewriterTest.java,	4
IntervalSet.java,	4
ColumnFilter.java,	4
PartitionUpdate.java,	4
SecondaryIndexManager.java,	4
AggregationQueryPager.java,	4
Config.java,	4
RetryMessage.java,	4
CassandraMetricsRegistry.java,	4
ClearableHistogram.java,	4
RepairSession.java,	4
StorageService.java,	4
Repair.java,	4
LocalSyncTaskTest.java,	4
StorageService.java,	4
ReversedTypeTest.java,	4
UseStatement.java,	4
PartitionRangeReadCommand.java,	4
ReadQuery.java,	4
BatchlogResponseHandler.java,	4
AbstractQueryPager.java,	4
QueryPager.java,	4
PrepareCallback.java,	4
ProposeCallback.java,	4
BatchMessage.java,	4
ExecuteMessage.java,	4
QueryMessage.java,	4
ColumnIndex.java,	4
AutoSavingCache.java,	4
YamlConfigurationLoader.java,	4
QueryProcessor.java,	4
CreateTableStatement.java,	4
PermissionsManagementStatement.java,	4
ColumnFamilyStore.java,	4
Keyspace.java,	4
TableMetrics.java,	4
KeyspaceMetadata.java,	4
NodeProbe.java,	4
SSTableExport.java,	4
SSTableRepairedAtSetter.java,	4
Client.java,	4
AggregationTest.java,	4
CQLSSTableWriterClientTest.java,	4
ClientModeSSTableTest.java,	4
IAsyncCallbackWithFailure.java,	4
MessagingService.java,	4
AuthConfig.java,	4
StorageService.java,	4
NodeProbe.java,	4
ColumnFamilyStore.java,	4
RepairRunner.java,	4
LogFile.java,	4
LogReplica.java,	4
SSTableReader.java,	4
ChunkCache.java,	4
CFMetaData.java,	4
ViewDefinition.java,	4
Selection.java,	4
Selector.java,	4
CommitLogReplayer.java,	4
SSTableSplitter.java,	4
RebufferingInputStream.java,	4
SnitchProperties.java,	4
SystemDistributedKeyspace.java,	4
TriggerExecutor.java,	4
Architecture.java,	4
IntegerInterval.java,	4
MessagingService.java,	4
MessagingService.java,	4
Ring.java,	4
Status.java,	4
StressProfile.java,	4
ColumnIndex.java,	4
RangeTermTree.java,	4
MemIndex.java,	4
OpDistributionFactory.java,	4
CassandraIndexTest.java,	4
CqlBulkRecordWriter.java,	4
RealTransactionsTest.java,	4
RangeStreamer.java,	4
ReconnectableSnitchHelper.java,	4
RepairJob.java,	4
RepairSession.java,	4
StreamingRepairTask.java,	4
Validator.java,	4
Stress.java,	4
StressProfile.java,	4
SettingsColumn.java,	4
SettingsCommand.java,	4
SettingsCommandPreDefined.java,	4
SettingsCommandPreDefinedMixed.java,	4
SettingsCommandUser.java,	4
SettingsErrors.java,	4
SettingsGraph.java,	4
SettingsInsert.java,	4
SettingsMode.java,	4
SettingsNode.java,	4
SettingsPopulation.java,	4
SettingsPort.java,	4
SettingsTokenRange.java,	4
SettingsTransport.java,	4
StressSettings.java,	4
Config.java,	4
CQLSSTableWriter.java,	4
Gossiper.java,	4
CompactionManager.java,	4
CQLSSTableWriter.java,	4
UFTest.java,	4
ScheduledExecutors.java,	4
ExpiringMap.java,	4
AggregationTest.java,	4
ColumnFamilyStoreCQLHelperTest.java,	4
MajorLeveledCompactionWriter.java,	4
StandaloneScrubber.java,	4
CreateTableStatement.java,	4
ColumnFamilyStoreCQLHelperTest.java,	4
ColumnFamilyStoreCQLHelperTest.java,	4
ThriftConversion.java,	4
CachingParams.java,	4
SuffixSA.java,	4
UntypedResultSet.java,	4
CreateAggregateStatement.java,	4
SystemKeyspace.java,	4
SchemaKeyspace.java,	4
QueryPagers.java,	4
TimeFctsTest.java,	4
ReadCommandVerbHandler.java,	4
MessageDeliveryTask.java,	4
HintTest.java,	4
RangeStreamer.java,	4
CompressedRandomAccessReader.java,	4
AggregationTest.java,	4
ColumnIndex.java,	4
RangeTermTree.java,	4
MemIndex.java,	4
MessageIn.java,	4
Memtable.java,	4
OutboundTcpConnectionPool.java,	4
RepairRunnable.java,	4
ConnectionHandler.java,	4
HintVerbHandler.java,	4
ActiveRepairService.java,	4
SecondaryIndexManager.java,	4
SinglePartitionReadCommand.java,	4
DynamicEndpointSnitch.java,	4
DropIndexStatement.java,	4
ReadCallback.java,	4
StubIndex.java,	4
FunctionResource.java,	4
ColumnFamilyStore.java,	4
ThriftSessionManager.java,	4
WaitQueueTest.java,	4
SystemDistributedKeyspace.java,	4
ModificationStatement.java,	4
OutboundTcpConnection.java,	4
CassandraDaemon.java,	4
CreateTest.java,	4
DateTieredCompactionStrategyTest.java,	4
LeveledCompactionStrategyTest.java,	4
SizeTieredCompactionStrategyTest.java,	4
TTLExpiryTest.java,	4
TimeWindowCompactionStrategyTest.java,	4
StreamingHistogram.java,	4
DateTieredCompactionStrategyTest.java,	4
LeveledCompactionStrategyTest.java,	4
SizeTieredCompactionStrategyTest.java,	4
TTLExpiryTest.java,	4
TimeWindowCompactionStrategyTest.java,	4
LogTransactionTest.java,	4
LegacyLayout.java,	4
SinglePartitionReadCommand.java,	4
CommitLogSegment.java,	4
MemoryMappedSegment.java,	4
HintsReader.java,	4
SSTableRewriter.java,	4
SSTableReader.java,	4
ChannelProxy.java,	4
SegmentedFile.java,	4
WindowsTimer.java,	4
CompactionsCQLTest.java,	4
CompactionStrategyManager.java,	4
RemoveTest.java,	4
StressCQLSSTableWriter.java,	4
UpgradeSSTable.java,	4
StatementRestrictions.java,	4
RepairOption.java,	4
CassandraRoleManager.java,	4
UserTypes.java,	4
BaseRows.java,	4
HeartBeatState.java,	4
SchemaKeyspace.java,	4
CassandraServer.java,	4
ClusteringIndexNamesFilter.java,	4
CounterCellTest.java,	4
BatchlogManager.java,	4
BatchlogManagerMBean.java,	4
TableMetrics.java,	4
AbstractReadExecutor.java,	4
ColumnFamilyStore.java,	4
CompactionManager.java,	4
RowFilter.java,	4
FilteredPartitions.java,	4
DataResolver.java,	4
CommitLogReplayer.java,	4
BatchlogResponseHandler.java,	4
CellTest.java,	4
PartitionKeyIndex.java,	4
AbstractQueryPager.java,	4
Keyspace.java,	4
BatchStatement.java,	4
CreateAggregateStatement.java,	4
CreateFunctionStatement.java,	4
DropFunctionStatement.java,	4
StartupMessage.java,	4
CommitLog.java,	4
CommitLogSegmentBackpressureTest.java,	4
TableParams.java,	4
RoleResource.java,	4
CompactionManager.java,	4
Scrubber.java,	4
Scrubber.java,	4
Scrubber.java,	4
OutboundTcpConnection.java,	4
AlterTableStatement.java,	4
ViewComplexTest.java,	4
AbstractModification.java,	4
BatchStatement.java,	4
ColumnFamilyStore.java,	4
TableStatsPrinter.java,	4
AbstractCommitLogService.java,	4
ColumnCondition.java,	4
ColumnFamilyStore.java,	4
SecurityThreadGroup.java,	4
Selection.java,	4
HintsCatalog.java,	4
CorruptSSTableException.java,	4
BlacklistingCompactionsTest.java,	4
ExpiringMap.java,	4
SchemaKeyspace.java,	4
NativeSSTableLoaderClient.java,	4
IndexSummaryBuilder.java,	4
DataOutputTest.java,	4
LegacyLayoutTest.java,	4
RangeTombstoneBoundaryMarker.java,	4
SinglePartitionReadCommand.java,	4
SSTableReader.java,	4
StreamSession.java,	4
StreamSession.java,	4
LegacyLayout.java,	4
Mx4jTool.java,	4
LegacyJMXProgressSupport.java,	4
MemtablePool.java,	4
TimeWindowCompactionStrategy.java,	4
StorageServiceMBean.java,	4
DelegatingInvokableInstance.java,	4
ICoordinator.java,	4
ListSnapshots.java,	4
BasePartitions.java,	4
CollectionsTest.java,	4
NativeSSTableLoaderClient.java,	4
SharedExecutorPool.java,	4
LegacyLayoutTest.java,	4
SimpleClient.java,	4
Expression.java,	4
FileUtils.java,	4
LogTransaction.java,	4
NetStats.java,	4
Versions.java,	4
SelectTest.java,	4
CQL3Type.java,	4
NodeTool.java,	4
IInstanceConfig.java,	4
SetSerializer.java,	4
SSLFactoryTest.java,	4
NodeTool.java,	4
IsolatedExecutor.java,	4
ClusteringIndexNamesFilter.java,	4
Instance.java,	4
StreamCoordinator.java,	4
OutOfSpaceBase.java,	4
Json.java,	4
ReadCommand.java,	4
TombstoneOverwhelmingException.java,	4
RangeTombstoneList.java,	4
HintsDispatchExecutor.java,	4
UUIDTypeTest.java,	4
Instance.java,	4
FBUtilities.java,	4
CassandraXMLJUnitResultFormatter.java,	4
MetadataCollector.java,	4
MetadataCollector.java,	4
StorageService.java,	4
EncryptedSegment.java,	4
BootstrapResume.java,	4
ClearSnapshot.java,	4
FailureDetectorInfo.java,	4
GetCompactionThroughput.java,	4
GetEndpoints.java,	4
GetSSTables.java,	4
GetStreamThroughput.java,	4
GossipInfo.java,	4
StatusBackup.java,	4
StatusBinary.java,	4
StatusGossip.java,	4
StatusHandoff.java,	4
StatusThrift.java,	4
StopDaemon.java,	4
Verify.java,	4
Version.java,	4
Util.java,	5
CachedBTreePartition.java,	5
ScheduledExecutors.java,	5
SSTableReaderTest.java,	5
NanoTimeToCurrentTimeMillisTest.java,	5
HintsReader.java,	5
SimpleSSTableMultiWriter.java,	5
StressMetrics.java,	5
SSTableRewriter.java,	5
VersionedValue.java,	5
VersionedValue.java,	5
VersionedValue.java,	5
CompactionController.java,	5
StorageServiceMBean.java,	5
HintedHandOffTest.java,	5
KeyspaceParams.java,	5
QueryPagerTest.java,	5
SnitchProperties.java,	5
RangeTombstone.java,	5
AbstractCell.java,	5
DatabaseDescriptor.java,	5
CompactionManager.java,	5
RangeStreamer.java,	5
CQL3Type.java,	5
FieldSelector.java,	5
CompactionController.java,	5
TableMetrics.java,	5
StreamPlan.java,	5
MessageDeliveryTask.java,	5
CompactionManager.java,	5
ColumnIdentifier.java,	5
CreateKeyspaceStatement.java,	5
PropertyDefinitions.java,	5
NodeProbe.java,	5
CompactionsCQLTest.java,	5
ClientWarningsTest.java,	5
DatabaseDescriptor.java,	5
EstimatedHistogramReservoir.java,	5
CommitLogUpgradeTestMaker.java,	5
RowFilter.java,	5
DataOutputBufferFixed.java,	5
FBUtilities.java,	5
MemoryUtil.java,	5
SSTableFlushObserverTest.java,	5
Memtable.java,	5
RowIterator.java,	5
HeapAllocator.java,	5
HeapPool.java,	5
MemtableAllocator.java,	5
SlabPool.java,	5
DigestBackwardCompatibilityTest.java,	5
ServerConnection.java,	5
DateType.java,	5
AbstractSSTableIterator.java,	5
ThriftConversion.java,	5
StandaloneScrubber.java,	5
StandardAnalyzer.java,	5
Operation.java,	5
AbstractReplicationStrategy.java,	5
MapType.java,	5
MaxSSTableSizeWriter.java,	5
BigTableScanner.java,	5
StorageService.java,	5
SSLFactory.java,	5
UTF8Serializer.java,	5
SerializationHeader.java,	5
Token.java,	5
Memtable.java,	5
LifecycleTransaction.java,	5
CompactionManager.java,	5
Scrubber.java,	5
IndexMemtable.java,	5
Expression.java,	5
StreamSession.java,	5
NodeProbe.java,	5
NodeProbe.java,	5
DiskAwareRunnable.java,	5
IntegralSA.java,	5
CombinedTerm.java,	5
CombinedTermIterator.java,	5
DatabaseDescriptor.java,	5
CQL3Type.java,	5
JavaUDF.java,	5
CallClone.java,	5
CallComDatastax.java,	5
CallFinalize.java,	5
CallOrgApache.java,	5
ClassWithField.java,	5
ClassWithInitializer.java,	5
ClassWithInitializer2.java,	5
ClassWithInitializer3.java,	5
ClassWithStaticInitializer.java,	5
GoodClass.java,	5
UseOfSynchronized.java,	5
UseOfSynchronizedWithNotify.java,	5
UseOfSynchronizedWithNotifyAll.java,	5
UseOfSynchronizedWithWait.java,	5
UseOfSynchronizedWithWaitL.java,	5
UseOfSynchronizedWithWaitLI.java,	5
BigTableReader.java,	5
ISerializer.java,	5
Keyspace.java,	5
NodeProbe.java,	5
GossipDigestAckVerbHandler.java,	5
BufferedRandomAccessFileTest.java,	5
PartitionRangeReadCommand.java,	5
LegacySchemaMigrator.java,	5
JsonTransformer.java,	5
AllowAllAuthorizer.java,	5
AbstractConditions.java,	5
Term.java,	5
AbstractFunction.java,	5
Selector.java,	5
AllowAllAuthorizer.java,	5
JVMStabilityInspector.java,	5
MutableDeletionInfo.java,	5
QueryProcessor.java,	5
AbstractCell.java,	5
BufferCell.java,	5
DynamicEndpointSnitch.java,	5
SSTableWriter.java,	5
BigTableWriter.java,	5
SequentialWriter.java,	5
SSTableReader.java,	5
ColumnFamilyStore.java,	5
AbstractCompactionStrategy.java,	5
CompactionStrategyManager.java,	5
UserType.java,	5
SSTableIdentityIterator.java,	5
RepairMessageVerbHandler.java,	5
DatabaseDescriptor.java,	5
BufferCell.java,	5
CommitLogSegment.java,	5
Util.java,	5
TypeCast.java,	5
LegacySchemaMigrator.java,	5
Types.java,	5
CQLTester.java,	5
Descriptor.java,	5
CreateTest.java,	5
TimeWindowCompactionStrategy.java,	5
ModificationStatement.java,	5
StorageProxy.java,	5
DataOutputBuffer.java,	5
DescriptorTest.java,	5
Schema.java,	5
StorageProxy.java,	5
NodeProbe.java,	5
FastByteOperations.java,	5
SizeEstimatesRecorder.java,	5
ChunkReader.java,	5
MmappedRegions.java,	5
DataOutputBuffer.java,	5
CompactionStrategyManager.java,	5
MessagingService.java,	5
CallClone.java,	5
CallComDatastax.java,	5
CallFinalize.java,	5
CallOrgApache.java,	5
ClassWithField.java,	5
ClassWithInitializer.java,	5
ClassWithInitializer2.java,	5
ClassWithInitializer3.java,	5
ClassWithInnerClass.java,	5
ClassWithInnerClass2.java,	5
ClassWithStaticInitializer.java,	5
ClassWithStaticInnerClass.java,	5
GoodClass.java,	5
UseOfSynchronized.java,	5
UseOfSynchronizedWithNotify.java,	5
UseOfSynchronizedWithNotifyAll.java,	5
UseOfSynchronizedWithWait.java,	5
UseOfSynchronizedWithWaitL.java,	5
UseOfSynchronizedWithWaitLI.java,	5
UsingMapEntry.java,	5
ClusteringIndexSliceFilter.java,	5
ColumnFamilyStore.java,	5
Keyspace.java,	5
CompressedStreamWriter.java,	5
StatusLogger.java,	5
GossiperTest.java,	5
CFMetaData.java,	5
CFMetaData.java,	5
CFMetaData.java,	5
DatabaseDescriptor.java,	5
Frame.java,	5
ComplexColumnData.java,	5
DatabaseDescriptor.java,	5
SchemaLoader.java,	5
ActiveRepairService.java,	5
SingleColumnRelation.java,	5
SingleColumnRestriction.java,	5
ModificationStatement.java,	5
ReadQuery.java,	5
StorageServiceMBean.java,	5
NodeProbe.java,	5
EncryptionUtils.java,	5
SettingsTransport.java,	5
DatabaseDescriptor.java,	5
CompactionTask.java,	5
UnfilteredDeserializer.java,	5
StreamStateStore.java,	5
CommitLog.java,	5
CommitLogSegment.java,	5
CommitLog.java,	5
CommitLogSegment.java,	5
SchemaLoader.java,	5
LegacyBatchlogMigrator.java,	5
DatacenterSyncWriteResponseHandler.java,	5
DatacenterWriteResponseHandler.java,	5
QueryPagers.java,	5
Message.java,	5
DatabaseDescriptor.java,	5
MessageIn.java,	5
LeveledCompactionStrategy.java,	5
LegacyLayout.java,	5
SSTableFormat.java,	5
EmbeddedCassandraService.java,	5
CommitLogStressTest.java,	5
DynamicEndpointSnitchLongTest.java,	5
ColumnsTest.java,	5
TransformerTest.java,	5
CommitLogSegmentManagerTest.java,	5
CommitLogUpgradeTest.java,	5
UnfilteredRowIteratorsMergeTest.java,	5
GossiperTest.java,	5
LegacyHintsMigratorTest.java,	5
CassandraIndexTest.java,	5
RemoveTest.java,	5
StartupChecksTest.java,	5
StreamingTransferTest.java,	5
ColumnIndex.java,	5
ReadExecutionController.java,	5
SystemKeyspace.java,	5
TokenMetadata.java,	5
ColumnFamilyStore.java,	5
LeveledCompactionStrategy.java,	5
SSTableTxnWriter.java,	5
LogReplicaSet.java,	5
CompactionStats.java,	5
Directories.java,	5
CompressionParams.java,	5
Gossiper.java,	5
IncomingStreamingConnection.java,	5
IncomingStreamingConnection.java,	5
SettingsTokenRange.java,	5
SSTableFlushObserver.java,	5
FixedOpDistribution.java,	5
SelectStatement.java,	5
RestrictionSetWrapper.java,	5
StressGraph.java,	5
StressServer.java,	5
SettingsSchema.java,	5
IAsyncCallback.java,	5
ResponseVerbHandler.java,	5
DatabaseDescriptor.java,	5
CommitLogReplayer.java,	5
StressProfile.java,	5
GuidGenerator.java,	5
ColumnFamilyStore.java,	5
ColumnFamilyStoreMBean.java,	5
CreateViewStatement.java,	5
AbstractType.java,	5
SpeculativeRetryParam.java,	5
DistributionSequence.java,	5
ByteOrderedPartitioner.java,	5
IPartitioner.java,	5
LocalPartitioner.java,	5
OrderPreservingPartitioner.java,	5
LengthPartitioner.java,	5
QueryProcessor.java,	5
Tuples.java,	5
FunctionCall.java,	5
JavaBasedUDFunction.java,	5
UDAggregate.java,	5
AggregateFunctionSelector.java,	5
FieldSelector.java,	5
ScalarFunctionSelector.java,	5
Selector.java,	5
SimpleSelector.java,	5
TermSelector.java,	5
WritetimeOrTTLSelector.java,	5
SelectStatement.java,	5
ReadQuery.java,	5
UserType.java,	5
StorageService.java,	5
AbstractQueryPager.java,	5
PartitionRangeQueryPager.java,	5
SinglePartitionPager.java,	5
UFPureScriptTest.java,	5
CallClone.java,	5
CallComDatastax.java,	5
CallFinalize.java,	5
CallOrgApache.java,	5
ClassWithField.java,	5
ClassWithInitializer.java,	5
ClassWithInitializer2.java,	5
ClassWithInitializer3.java,	5
ClassWithInnerClass.java,	5
ClassWithInnerClass2.java,	5
ClassWithStaticInitializer.java,	5
ClassWithStaticInnerClass.java,	5
GoodClass.java,	5
UseOfSynchronized.java,	5
UseOfSynchronizedWithNotify.java,	5
UseOfSynchronizedWithNotifyAll.java,	5
UseOfSynchronizedWithWait.java,	5
UseOfSynchronizedWithWaitL.java,	5
UseOfSynchronizedWithWaitLI.java,	5
UsingMapEntry.java,	5
CommitLogTest.java,	5
ByteOrderedPartitionerTest.java,	5
Murmur3PartitionerTest.java,	5
OrderPreservingPartitionerTest.java,	5
RandomPartitionerTest.java,	5
SSTableFlushObserver.java,	5
IncomingTcpConnection.java,	5
SlabAllocator.java,	5
DatabaseDescriptor.java,	5
SecondaryIndexBuilder.java,	5
LifecycleTransactionTest.java,	5
GossiperTest.java,	5
StreamReceiveTask.java,	5
LegacyLayout.java,	5
ScriptBasedUDF.java,	5
CustomTThreadPoolServer.java,	5
AsyncRepairCallback.java,	5
TermIterator.java,	5
OutboundTcpConnection.java,	5
SSTableRewriterTest.java,	5
TopKSamplerTest.java,	5
ActiveRepairService.java,	5
CompactionTask.java,	5
AbstractType.java,	5
PermissionsManagementStatement.java,	5
RangeTombstoneBoundaryMarker.java,	5
View.java,	5
View.java,	5
AbstractBTreePartition.java,	5
IndexedSearchIterator.java,	5
HintsDispatchExecutor.java,	5
PerSSTableIndexWriter.java,	5
AbstractBTreePartition.java,	5
IndexedSearchIterator.java,	5
StorageService.java,	5
RestrictionSetWrapper.java,	5
Restrictions.java,	5
TokenFilter.java,	5
ListType.java,	5
HintsDispatchExecutor.java,	5
Gossiper.java,	5
StorageService.java,	5
TupleType.java,	5
Gossiper.java,	5
CompactionControllerTest.java,	5
UnfilteredSerializer.java,	5
ViewManager.java,	5
ColumnFamilyStore.java,	5
ColumnFamilyStore.java,	5
ClusteringColumnIndex.java,	5
SinglePartitionReadCommand.java,	5
DataLimits.java,	5
NodeProbe.java,	5
DatabaseDescriptor.java,	5
CassandraVersion.java,	5
DatabaseDescriptor.java,	5
RangeTombstoneBoundaryMarker.java,	5
ResultSet.java,	5
IndexSummaryRedistribution.java,	5
ComplexColumnData.java,	5
SASIIndex.java,	5
MessagingService.java,	5
CounterCellTest.java,	5
ColumnIdentifier.java,	5
LegacyLayout.java,	5
SecondaryIndexManager.java,	5
LeveledManifest.java,	5
ColumnSlice.java,	5
NodeProbe.java,	5
StorageServiceMBean.java,	5
StorageService.java,	5
StressProfile.java,	5
ThriftValidation.java,	5
ExpiringMap.java,	5
IInstance.java,	5
AuthenticationException.java,	5
UnauthorizedException.java,	5
SSTableReader.java,	5
LegacyLayout.java,	5
ICoordinator.java,	5
AutoSavingCache.java,	5
CompactionIterator.java,	5
Scrubber.java,	5
Verifier.java,	5
SecondaryIndexBuilder.java,	5
LegacyLayoutValidationTest.java,	5
ThriftServer.java,	5
LogReplica.java,	5
Instance.java,	5
ColumnDefinition.java,	5
SSTableReader.java,	5
IMetadataSerializer.java,	5
NetworkTopologyTest.java,	5
Gossiper.java,	5
Memtable.java,	5
MemtableAllocator.java,	5
InstanceConfig.java,	5
PartitionRangeQueryPager.java,	5
CompactionIterator.java,	5
AbstractBTreePartition.java,	5
SnapshotVerbHandler.java,	5
PartitionRangeReadCommand.java,	5
SinglePartitionReadCommand.java,	5
FBUtilities.java,	5
CorruptedSSTablesCompactionsTest.java,	5
ColumnFamilyStore.java,	5
AbstractCompactionStrategy.java,	5
Repair.java,	5
Instance.java,	5
ParameterizedClass.java,	5
TypeSerializer.java,	6
ModificationStatement.java,	6
CompositesSearcher.java,	6
KeysSearcher.java,	6
ReadExecutionController.java,	6
CompactionManager.java,	6
HintsBuffer.java,	6
ReadCommandTest.java,	6
StorageService.java,	6
LogTransaction.java,	6
SecondaryIndexManager.java,	6
